#S0=1,r=0.05,nX=1000,nT=1000,x0=-2,x1=2,m=crank-nicolson,vs=SviPowerLaw(v0=0.09, v1=0.04, v2=0.04, k1=5, k2=0.1, rho=-0.5, eta=1, gam=0.5)
k,K,T,ex,pc,pxTrue,pxLatt,sigTrue,sigLatt,sigLV,sigErr
-0.5,0.6095709072963093,0.1,E,P,4.0236798786455e-05,4.289278109591944e-05,0.517879100703683,0.5206752700793439,0.7172578095373775,0.0027961693756608508
-0.48,0.62188505646502,0.1,E,P,5.1007160719985634e-05,5.4153361971463004e-05,0.5086670823423004,0.5113339917159206,0.7037111359933573,0.002666909373620241
-0.45999999999999996,0.6344479679482281,0.1,E,P,6.469785681571054e-05,6.841984750214538e-05,0.4992879245812024,0.5018284825576952,0.6898870041215545,0.0025405579764927744
-0.43999999999999995,0.6472646670780345,0.1,E,P,8.211427747994806e-05,8.651117601367342e-05,0.4897323827908628,0.49214946628183315,0.675767146650657,0.002417083490970362
-0.41999999999999993,0.6603402807049829,0.1,E,P,0.00010428907362364989,0.00010947527569821806,0.47999035201057133,0.48228680622701914,0.6613311831897286,0.0022964542164478075
-0.3999999999999999,0.6736800392488675,0.1,E,P,0.0001325483414491558,0.0001386553326388003,0.47005075514160605,0.4722293936649044,0.6465562653803183,0.0021786385232983596
-0.3799999999999999,0.6872892787909722,0.1,E,P,0.00016859795591560214,0.0001757761547654168,0.4599014129509782,0.461965017885717,0.6314166438423485,0.002063604934738783
-0.3599999999999999,0.7011734432085724,0.1,E,P,0.00021463658318468488,0.0002230571331259547,0.449528892561937,0.4514802147745289,0.61588313576451,0.0019513222125918661
-0.33999999999999986,0.7153380863525599,0.1,E,P,0.0002735042119208443,0.00028336060061875056,0.4389183305676217,0.4407600900145911,0.599922465359467,0.0018417594469694043
-0.31999999999999984,0.7297888742690568,0.1,E,P,0.000348878270833708,0.00036038760135994864,0.428053226393554,0.4297881125428105,0.5834964405234323,0.0017348861492565426
-0.2999999999999998,0.7445315874659094,0.1,E,P,0.0004455339670460289,0.0004589376315868919,0.4169152011942925,0.41854587354096756,0.5665609171918631,0.0016306723466750772
-0.2799999999999998,0.7595721232249685,0.1,E,P,0.0005696920366271534,0.0005852554434612492,0.4054837176974842,0.40701280637191334,0.5490644872633765,0.0015290886744291354
-0.2599999999999998,0.7749164979610811,0.1,E,P,0.0007294866687672474,0.0007474975374553039,0.3937357576166574,0.39516586407397325,0.5309468059159921,0.0014301064573158384
-0.23999999999999977,0.7905708496287357,0.1,E,P,0.0009356006011992934,0.0009563651557445137,0.381645456788896,0.38297915455375275,0.5121364498656574,0.001333697764856756
-0.21999999999999975,0.806541440177327,0.1,E,P,0.0012021360260039682,0.0012259721612579376,0.36918370660376326,0.3704235420131087,0.49254817259844635,0.0012398354093454134
-0.19999999999999973,0.8228346580560185,0.1,E,P,0.0015478236648756624,0.0015750498075337317,0.35631774885067347,0.357466241679335,0.4720794065806433,0.0011484928286615292
-0.17999999999999972,0.8394570207692075,0.1,E,P,0.0019977263898982188,0.0020286442747546895,0.3430108309477627,0.34407047469129953,0.45060588710330757,0.0010596437435368422
-0.1599999999999997,0.8564151774836136,0.1,E,P,0.002585682999062192,0.002620551857135957,0.3292220736595588,0.3301953350412643,0.42797642177152595,0.0009732613817055036
-0.13999999999999968,0.8737159116880346,0.1,E,P,0.0033578901471587683,0.0033968887281678305,0.3149068872894979,0.31579620417611914,0.40400732353356705,0.0008893168866212497
-0.11999999999999966,0.8913661439068316,0.1,E,P,0.0043782897703686235,0.00442146099216828,0.3000186775181684,0.30082645377438166,0.3784784325658393,0.0008077762562132551
-0.09999999999999964,0.9093729344682316,0.1,E,P,0.005736920811250813,0.005784091353147899,0.2845134988150079,0.2852420937719098,0.3511364354890881,0.0007285949569018624
-0.07999999999999963,0.9277434863285531,0.1,E,P,0.007563309889208219,0.0076139735840167685,0.2683614467652657,0.2690131573785417,0.32172103284927345,0.0006517106132760131
-0.05999999999999961,0.9464851479534842,0.1,E,P,0.010048659872448516,0.010101810978891653,0.2515736476261575,0.25215069263115264,0.2900541058647811,0.0005770450049951137
-0.03999999999999959,0.9656054162575668,0.1,E,P,0.013483315983901614,0.013537228967944657,0.23426559191913773,0.23477018291850685,0.25628795776971286,0.0005045909993691144
-0.019999999999999574,0.985111939603063,0.1,E,P,0.018317714033100445,0.01836975631568074,0.21680210952583398,0.21723710753067998,0.22150257675272464,0.0004349980048460045
4.440892098500626e-16,1.0050125208594014,0.1,E,C,0.025238732530730248,0.02529657623654462,0.20009208958044417,0.20055082670581922,0.18881711907573345,0.0004587371253750583
0.020000000000000462,1.025315120524429,0.1,E,C,0.014948703136374456,0.014999259047321871,0.18595102875881298,0.18637153286716382,0.1642165981653353,0.0004205041083508443
0.04000000000000048,1.0460278599087172,0.1,E,C,0.007928304366784893,0.007972389952374908,0.17671484746205893,0.17715728294462316,0.15382340037308959,0.0004424354825642296
0.0600000000000005,1.067159024384193,0.1,E,C,0.003916890441023715,0.003954727028211744,0.17334434799833795,0.17387340563864992,0.15757487999621914,0.0005290576403119696
0.08000000000000052,1.0887170666983992,0.1,E,C,0.0018898418937564772,0.001919780574423379,0.17460317833643227,0.17525224001560857,0.16965707266694732,0.0006490616791763049
0.10000000000000053,1.1107106103557056,0.1,E,C,0.000913711659687917,0.000935507079637068,0.1786574862266403,0.1794395889057155,0.18482806527720325,0.0007821026790752195
0.12000000000000055,1.133148453066827,0.1,E,C,0.00044626829534972085,0.0004612443101922994,0.18420321349169808,0.18512698485743467,0.20049025935276588,0.0009237713657365976
0.14000000000000057,1.1560395702680222,0.1,E,C,0.0002203718504940979,0.0002302832428466986,0.19049799288804703,0.191572581176662,0.21568291237461026,0.0010745882886149805
0.1600000000000006,1.1793931187113913,0.1,E,C,0.00010989026685955047,0.0001162874608940894,0.1971413937034578,0.19837718605847143,0.23013412696695904,0.001235792355013643
0.1800000000000006,1.203218440127696,0.1,E,C,5.5249919804158274e-05,5.930718744416183e-05,0.2039168668499996,0.20532543312733845,0.2438210157888882,0.0014085662773388463
0.20000000000000062,1.2275250649631781,0.1,E,C,2.796837408258704e-05,3.0508987795995383e-05,0.21070552771698473,0.2122995410995076,0.25680020232844675,0.0015940133825228797
0.22000000000000064,1.252322716191865,0.1,E,C,1.4238595624246134e-05,1.5814364072590805e-05,0.21744146135354697,0.21923468954594683,0.2691467502819983,0.0017932281923998539
0.24000000000000066,1.2776213132048875,0.1,E,C,7.2833622631036815e-06,8.253596713836053e-06,0.22408830944275082,0.2260956619753605,0.28093343602689214,0.0020073525326096686
0.2600000000000007,1.3034309757783695,0.1,E,C,3.740613952762662e-06,4.3346597476945416e-06,0.23062665155074588,0.2328642626060096,0.2922246898888376,0.0022376110552637107
0.2800000000000007,1.3297620281214744,0.1,E,C,1.927724332871194e-06,2.289871530096791e-06,0.23704698335527583,0.239532316027781,0.30307572873756167,0.0024853326725051694
0.3000000000000007,1.3566250030062248,0.1,E,C,9.963960987123722e-07,1.2164468516667705e-06,0.24334568956957603,0.24609765243734996,0.3135333833272556,0.0027519628677739327
0.32000000000000073,1.3840306459807523,0.1,E,C,5.163405671371191e-07,6.497247780632252e-07,0.2495226721949511,0.25256174162292894,0.3236373422128245,0.003039069427977825
0.34000000000000075,1.41198991966766,0.1,E,C,2.6817570221896155e-07,3.488887006000477e-07,0.25557992220847,0.258928264719823,0.3334213659516084,0.0033483425113530196
0.36000000000000076,1.440514008149218,0.1,E,C,1.3956185765249288e-07,1.883495772626181e-07,0.261520643998714,0.26520223300499557,0.34291433753955036,0.0036815890062815715
0.3800000000000008,1.4696143214411452,0.1,E,C,7.275819836772993e-08,1.0223244983049743e-07,0.2673487116117549,0.2713894322133609,0.352141129228001,0.00404072060160604
0.4000000000000008,1.499302500056768,0.1,E,C,3.7991254044366826e-08,5.579663157195685e-08,0.2730683284007078,0.2774960631378526,0.3611233040610565,0.004427734737144751
0.4200000000000008,1.5295904196633798,0.1,E,C,1.986563582177548e-08,3.062595449815218e-08,0.2786838135949362,0.28352850116606726,0.36987967989490217,0.0048446875711310455
0.44000000000000083,1.5604901958326678,0.1,E,C,1.0401091769030557e-08,1.690891734196317e-08,0.2841994692265252,0.28949312750870515,0.3784267827840665,0.005293658282179925
0.46000000000000085,1.5920141888871024,0.1,E,C,5.4520717028710044e-09,9.392459453552745e-09,0.2896194985165483,0.29539620293674684,0.38677921262912013,0.005776704420198564
0.48000000000000087,1.6241750088442306,0.1,E,C,2.8609193988502883e-09,5.250245806054449e-09,0.2949479574828386,0.3012437661227469,0.39494993957146873,0.006295808639908307
0.5000000000000009,1.656985520460852,0.1,E,C,1.5026989625804825e-09,2.954052896175426e-09,0.30018872809039304,0.30704154606335016,0.4029505457045822,0.006852817972957115
-0.5,0.612626394184416,0.2,E,P,0.0003062049671659015,0.00033886466488102293,0.44644166431948806,0.4516815829687677,0.6125619478399982,0.00523991864927964
-0.48,0.6250022682827007,0.2,E,P,0.00036452287206167823,0.00040125937536096887,0.4389047381048933,0.44395976310756113,0.6011872585688001,0.005055025002667857
-0.45999999999999996,0.6376281516217732,0.2,E,P,0.0004341726908057238,0.0004754504499882808,0.4312402994713316,0.4361125452797216,0.5895787028678073,0.004872245808390019
-0.43999999999999995,0.6505090947233165,0.2,E,P,0.0005174183118141582,0.0005637451026878209,0.42344194057179935,0.4281335303646635,0.5777209238230492,0.004691589792864159
-0.41999999999999993,0.6636502501363194,0.2,E,P,0.0006169940276592507,0.0006689227079690853,0.4155027347373032,0.4200158014681303,0.5655968450556986,0.0045130667308270755
