,0
0.0,1.0
0.001,1.0202013400267558
0.002,1.0242903178906215
0.003,1.028395684421425
0.004,1.028395684421425
0.005,1.0325175053051185
0.006,1.0366558464909237
0.007,1.0366558464909237
0.008,1.0408107741923882
0.009000000000000001,1.0408107741923882
0.01,1.0449823548884438
0.011,1.0449823548884438
0.012,1.0449823548884438
0.013000000000000001,1.0491706553244706
0.014,1.0491706553244706
0.015,1.0491706553244706
0.016,1.0533757425133647
0.017,1.0533757425133647
0.018000000000000002,1.0533757425133647
0.019,1.0533757425133647
0.02,1.0575976837366112
0.021,1.0575976837366112
0.022,1.0575976837366112
0.023,1.0618365465453596
0.024,1.0618365465453596
0.025,1.0618365465453596
0.026000000000000002,1.0618365465453596
0.027,1.0618365465453596
0.028,1.0660923987615054
0.029,1.0660923987615054
0.03,1.0660923987615054
0.031,1.0660923987615054
0.032,1.0703653084787745
0.033,1.0703653084787745
0.034,1.0703653084787745
0.035,1.0703653084787745
0.036000000000000004,1.0703653084787745
0.037,1.0703653084787745
0.038,1.0746553440638138
0.039,1.0746553440638138
0.04,1.0746553440638138
0.041,1.0746553440638138
0.042,1.0746553440638138
0.043000000000000003,1.0746553440638138
0.044,1.078962574157284
0.045,1.078962574157284
0.046,1.078962574157284
0.047,1.078962574157284
0.048,1.078962574157284
0.049,1.078962574157284
0.05,1.0832870676749586
0.051000000000000004,1.0832870676749586
0.052000000000000005,1.0832870676749586
0.053,1.0832870676749586
0.054,1.0832870676749586
0.055,1.0832870676749586
0.056,1.0832870676749586
0.057,1.0876288938088263
0.058,1.0876288938088263
0.059000000000000004,1.0876288938088263
0.06,1.0876288938088263
0.061,1.0876288938088263
0.062,1.0876288938088263
0.063,1.0876288938088263
0.064,1.0876288938088263
0.065,1.0919881220281975
0.066,1.0919881220281975
0.067,1.0919881220281975
0.068,1.0919881220281975
0.069,1.0919881220281975
0.07,1.0919881220281975
0.07100000000000001,1.0919881220281975
0.07200000000000001,1.0919881220281975
0.073,1.096364822080817
0.074,1.096364822080817
0.075,1.096364822080817
0.076,1.096364822080817
0.077,1.096364822080817
0.078,1.096364822080817
0.079,1.096364822080817
0.08,1.096364822080817
0.081,1.096364822080817
0.082,1.100759063993979
0.083,1.100759063993979
0.084,1.100759063993979
0.085,1.100759063993979
0.08600000000000001,1.100759063993979
0.08700000000000001,1.100759063993979
0.088,1.100759063993979
0.089,1.100759063993979
0.09,1.100759063993979
0.091,1.100759063993979
0.092,1.1051709180756477
0.093,1.1051709180756477
0.094,1.1051709180756477
0.095,1.1051709180756477
0.096,1.1051709180756477
0.097,1.1051709180756477
0.098,1.1051709180756477
0.099,1.1051709180756477
0.1,1.1051709180756477
0.101,1.1051709180756477
0.10200000000000001,1.1051709180756477
0.10300000000000001,1.1096004549155827
0.10400000000000001,1.1096004549155827
0.105,1.1096004549155827
0.106,1.1096004549155827
0.107,1.1096004549155827
0.108,1.1096004549155827
0.109,1.1096004549155827
0.11,1.1096004549155827
0.111,1.1096004549155827
0.112,1.1096004549155827
0.113,1.1096004549155827
0.114,1.1140477453864677
0.115,1.1140477453864677
0.116,1.1140477453864677
0.117,1.1140477453864677
0.11800000000000001,1.1140477453864677
0.11900000000000001,1.1140477453864677
0.12,1.1140477453864677
0.121,1.1140477453864677
0.122,1.1140477453864677
0.123,1.1140477453864677
0.124,1.1140477453864677
0.125,1.1140477453864677
0.126,1.1140477453864677
0.127,1.1185128606450454
0.128,1.1185128606450454
0.129,1.1185128606450454
0.13,1.1185128606450454
0.131,1.1185128606450454
0.132,1.1185128606450454
0.133,1.1185128606450454
0.134,1.1185128606450454
0.135,1.1185128606450454
0.136,1.1185128606450454
0.137,1.1185128606450454
0.138,1.1185128606450454
0.139,1.1185128606450454
0.14,1.122995872133255
0.14100000000000001,1.122995872133255
0.14200000000000002,1.122995872133255
0.14300000000000002,1.122995872133255
0.14400000000000002,1.122995872133255
0.145,1.122995872133255
0.146,1.122995872133255
0.147,1.122995872133255
0.148,1.122995872133255
0.149,1.122995872133255
0.15,1.122995872133255
0.151,1.122995872133255
0.152,1.122995872133255
0.153,1.122995872133255
0.154,1.122995872133255
0.155,1.1274968515793757
0.156,1.1274968515793757
0.157,1.1274968515793757
0.158,1.1274968515793757
0.159,1.1274968515793757
0.16,1.1274968515793757
0.161,1.1274968515793757
0.162,1.1274968515793757
0.163,1.1274968515793757
0.164,1.1274968515793757
0.165,1.1274968515793757
0.166,1.1274968515793757
0.167,1.1274968515793757
0.168,1.1274968515793757
0.169,1.1274968515793757
0.17,1.1274968515793757
0.171,1.1320158709991752
0.17200000000000001,1.1320158709991752
0.17300000000000001,1.1320158709991752
0.17400000000000002,1.1320158709991752
0.17500000000000002,1.1320158709991752
0.176,1.1320158709991752
0.177,1.1320158709991752
0.178,1.1320158709991752
0.179,1.1320158709991752
0.18,1.1320158709991752
0.181,1.1320158709991752
0.182,1.1320158709991752
0.183,1.1320158709991752
0.184,1.1320158709991752
0.185,1.1320158709991752
0.186,1.1320158709991752
0.187,1.1320158709991752
0.188,1.1365530026970605
0.189,1.1365530026970605
0.19,1.1365530026970605
0.191,1.1365530026970605
0.192,1.1365530026970605
0.193,1.1365530026970605
0.194,1.1365530026970605
0.195,1.1365530026970605
0.196,1.1365530026970605
0.197,1.1365530026970605
0.198,1.1365530026970605
0.199,1.1365530026970605
0.2,1.1365530026970605
0.201,1.1365530026970605
0.202,1.1365530026970605
0.203,1.1365530026970605
0.20400000000000001,1.1365530026970605
0.20500000000000002,1.1365530026970605
0.20600000000000002,1.1411083192672353
0.20700000000000002,1.1411083192672353
0.20800000000000002,1.1411083192672353
0.209,1.1411083192672353
0.21,1.1411083192672353
0.211,1.1411083192672353
0.212,1.1411083192672353
0.213,1.1411083192672353
0.214,1.1411083192672353
0.215,1.1411083192672353
0.216,1.1411083192672353
0.217,1.1411083192672353
0.218,1.1411083192672353
0.219,1.1411083192672353
0.22,1.1411083192672353
0.221,1.1411083192672353
0.222,1.1411083192672353
0.223,1.1411083192672353
0.224,1.1411083192672353
0.225,1.145681893594862
0.226,1.145681893594862
0.227,1.145681893594862
0.228,1.145681893594862
0.229,1.145681893594862
0.23,1.145681893594862
0.231,1.145681893594862
0.232,1.145681893594862
0.233,1.145681893594862
0.234,1.145681893594862
0.23500000000000001,1.145681893594862
0.23600000000000002,1.145681893594862
0.23700000000000002,1.145681893594862
0.23800000000000002,1.145681893594862
0.23900000000000002,1.145681893594862
0.24,1.145681893594862
0.241,1.145681893594862
0.242,1.145681893594862
0.243,1.145681893594862
0.244,1.145681893594862
0.245,1.145681893594862
0.246,1.1502737988572274
0.247,1.1502737988572274
0.248,1.1502737988572274
0.249,1.1502737988572274
0.25,1.1502737988572274
0.251,1.1502737988572274
0.252,1.1502737988572274
0.253,1.1502737988572274
0.254,1.1502737988572274
0.255,1.1502737988572274
0.256,1.1502737988572274
0.257,1.1502737988572274
0.258,1.1502737988572274
0.259,1.1502737988572274
0.26,1.1502737988572274
0.261,1.1502737988572274
0.262,1.1502737988572274
0.263,1.1502737988572274
0.264,1.1502737988572274
0.265,1.1502737988572274
0.266,1.1502737988572274
0.267,1.1502737988572274
0.268,1.1548841085249137
0.269,1.1548841085249137
0.27,1.1548841085249137
0.271,1.1548841085249137
0.272,1.1548841085249137
0.273,1.1548841085249137
0.274,1.1548841085249137
0.275,1.1548841085249137
0.276,1.1548841085249137
0.277,1.1548841085249137
0.278,1.1548841085249137
0.279,1.1548841085249137
0.28,1.1548841085249137
0.281,1.1548841085249137
0.28200000000000003,1.1548841085249137
0.28300000000000003,1.1548841085249137
0.28400000000000003,1.1548841085249137
0.28500000000000003,1.1548841085249137
0.28600000000000003,1.1548841085249137
0.28700000000000003,1.1548841085249137
0.28800000000000003,1.1548841085249137
0.289,1.1548841085249137
0.29,1.1548841085249137
0.291,1.1548841085249137
0.292,1.1595128963629742
0.293,1.1595128963629742
0.294,1.1595128963629742
0.295,1.1595128963629742
0.296,1.1595128963629742
0.297,1.1595128963629742
0.298,1.1595128963629742
0.299,1.1595128963629742
0.3,1.1595128963629742
0.301,1.1595128963629742
0.302,1.1595128963629742
0.303,1.1595128963629742
0.304,1.1595128963629742
0.305,1.1595128963629742
0.306,1.1595128963629742
0.307,1.1595128963629742
0.308,1.1595128963629742
0.309,1.1595128963629742
0.31,1.1595128963629742
0.311,1.1595128963629742
0.312,1.1595128963629742
0.313,1.1595128963629742
0.314,1.1595128963629742
0.315,1.1595128963629742
0.316,1.1595128963629742
0.317,1.1595128963629742
0.318,1.1641602364321124
0.319,1.1641602364321124
0.32,1.1641602364321124
0.321,1.1641602364321124
0.322,1.1641602364321124
0.323,1.1641602364321124
0.324,1.1641602364321124
0.325,1.1641602364321124
0.326,1.1641602364321124
0.327,1.1641602364321124
0.328,1.1641602364321124
0.329,1.1641602364321124
0.33,1.1641602364321124
0.331,1.1641602364321124
0.332,1.1641602364321124
0.333,1.1641602364321124
0.334,1.1641602364321124
0.335,1.1641602364321124
0.336,1.1641602364321124
0.337,1.1641602364321124
0.338,1.1641602364321124
0.339,1.1641602364321124
0.34,1.1641602364321124
0.341,1.1641602364321124
0.342,1.1641602364321124
0.343,1.1641602364321124
0.34400000000000003,1.1641602364321124
0.34500000000000003,1.1641602364321124
0.34600000000000003,1.1688262030898693
0.34700000000000003,1.1688262030898693
0.34800000000000003,1.1688262030898693
0.34900000000000003,1.1688262030898693
0.35000000000000003,1.1688262030898693
0.35100000000000003,1.1688262030898693
0.352,1.1688262030898693
0.353,1.1688262030898693
0.354,1.1688262030898693
0.355,1.1688262030898693
0.356,1.1688262030898693
0.357,1.1688262030898693
0.358,1.1688262030898693
0.359,1.1688262030898693
0.36,1.1688262030898693
0.361,1.1688262030898693
0.362,1.1688262030898693
0.363,1.1688262030898693
0.364,1.1688262030898693
0.365,1.1688262030898693
0.366,1.1688262030898693
0.367,1.1688262030898693
0.368,1.1688262030898693
0.369,1.1688262030898693
0.37,1.1688262030898693
0.371,1.1688262030898693
0.372,1.1688262030898693
