,0
0.0,1.0
0.001,0.9841273200552851
0.002,0.9801986733067553
0.003,0.9762857097579093
0.004,0.9762857097579093
0.005,0.9723883668012469
0.006,0.9685065820791976
0.007,0.9685065820791976
0.008,0.964640293483123
0.009000000000000001,0.964640293483123
0.01,0.9607894391523232
0.011,0.9607894391523232
0.012,0.9607894391523232
0.013000000000000001,0.9569539574730467
0.014,0.9569539574730467
0.015,0.9569539574730467
0.016,0.9531337870775047
0.017,0.9531337870775047
0.018000000000000002,0.9531337870775047
0.019,0.9531337870775047
0.02,0.9493288668428895
0.021,0.9493288668428895
0.022,0.9493288668428895
0.023,0.9455391358903962
0.024,0.9455391358903962
0.025,0.9455391358903962
0.026000000000000002,0.9455391358903962
0.027,0.9455391358903962
0.028,0.9417645335842486
0.029,0.9417645335842486
0.03,0.9417645335842486
0.031,0.9417645335842486
0.032,0.9380049995307295
0.033,0.9380049995307295
0.034,0.9380049995307295
0.035,0.9380049995307295
0.036000000000000004,0.9380049995307295
0.037,0.9380049995307295
0.038,0.9342604735772135
0.039,0.9342604735772135
0.04,0.9342604735772135
0.041,0.9342604735772135
0.042,0.9342604735772135
0.043000000000000003,0.9342604735772135
0.044,0.9305308958112056
0.045,0.9305308958112056
0.046,0.9305308958112056
0.047,0.9305308958112056
0.048,0.9305308958112056
0.049,0.9305308958112056
0.05,0.9268162065593821
0.051000000000000004,0.9268162065593821
0.052000000000000005,0.9268162065593821
0.053,0.9268162065593821
0.054,0.9268162065593821
0.055,0.9268162065593821
0.056,0.9268162065593821
0.057,0.9231163463866358
0.058,0.9231163463866358
0.059000000000000004,0.9231163463866358
0.06,0.9231163463866358
0.061,0.9231163463866358
0.062,0.9231163463866358
0.063,0.9231163463866358
0.064,0.9231163463866358
0.065,0.9194312560951248
0.066,0.9194312560951248
0.067,0.9194312560951248
0.068,0.9194312560951248
0.069,0.9194312560951248
0.07,0.9194312560951248
0.07100000000000001,0.9194312560951248
0.07200000000000001,0.9194312560951248
0.073,0.9157608767233257
0.074,0.9157608767233257
0.075,0.9157608767233257
0.076,0.9157608767233257
0.077,0.9157608767233257
0.078,0.9157608767233257
0.079,0.9157608767233257
0.08,0.9157608767233257
0.081,0.9157608767233257
0.082,0.9121051495450905
0.083,0.9121051495450905
0.084,0.9121051495450905
0.085,0.9121051495450905
0.08600000000000001,0.9121051495450905
0.08700000000000001,0.9121051495450905
0.088,0.9121051495450905
0.089,0.9121051495450905
0.09,0.9121051495450905
0.091,0.9121051495450905
0.092,0.9084640160687063
0.093,0.9084640160687063
0.094,0.9084640160687063
0.095,0.9084640160687063
0.096,0.9084640160687063
0.097,0.9084640160687063
0.098,0.9084640160687063
0.099,0.9084640160687063
0.1,0.9084640160687063
0.101,0.9084640160687063
0.10200000000000001,0.9084640160687063
0.10300000000000001,0.9048374180359597
0.10400000000000001,0.9048374180359597
0.105,0.9048374180359597
0.106,0.9048374180359597
0.107,0.9048374180359597
0.108,0.9048374180359597
0.109,0.9048374180359597
0.11,0.9048374180359597
0.111,0.9048374180359597
0.112,0.9048374180359597
0.113,0.9048374180359597
0.114,0.9012252974212049
0.115,0.9012252974212049
0.116,0.9012252974212049
0.117,0.9012252974212049
0.11800000000000001,0.9012252974212049
0.11900000000000001,0.9012252974212049
0.12,0.9012252974212049
0.121,0.9012252974212049
0.122,0.9012252974212049
0.123,0.9012252974212049
0.124,0.9012252974212049
0.125,0.9012252974212049
0.126,0.9012252974212049
0.127,0.897627596430435
0.128,0.897627596430435
0.129,0.897627596430435
0.13,0.897627596430435
0.131,0.897627596430435
0.132,0.897627596430435
0.133,0.897627596430435
0.134,0.897627596430435
0.135,0.897627596430435
0.136,0.897627596430435
0.137,0.897627596430435
0.138,0.897627596430435
0.139,0.897627596430435
0.14,0.8940442575003573
0.14100000000000001,0.8940442575003573
0.14200000000000002,0.8940442575003573
0.14300000000000002,0.8940442575003573
0.14400000000000002,0.8940442575003573
0.145,0.8940442575003573
0.146,0.8940442575003573
0.147,0.8940442575003573
0.148,0.8940442575003573
0.149,0.8940442575003573
0.15,0.8940442575003573
0.151,0.8940442575003573
0.152,0.8940442575003573
0.153,0.8940442575003573
0.154,0.8940442575003573
0.155,0.8904752232974728
0.156,0.8904752232974728
0.157,0.8904752232974728
0.158,0.8904752232974728
0.159,0.8904752232974728
0.16,0.8904752232974728
0.161,0.8904752232974728
0.162,0.8904752232974728
0.163,0.8904752232974728
0.164,0.8904752232974728
0.165,0.8904752232974728
0.166,0.8904752232974728
0.167,0.8904752232974728
0.168,0.8904752232974728
0.169,0.8904752232974728
0.17,0.8904752232974728
0.171,0.8869204367171576
0.17200000000000001,0.8869204367171576
0.17300000000000001,0.8869204367171576
0.17400000000000002,0.8869204367171576
0.17500000000000002,0.8869204367171576
0.176,0.8869204367171576
0.177,0.8869204367171576
0.178,0.8869204367171576
0.179,0.8869204367171576
0.18,0.8869204367171576
0.181,0.8869204367171576
0.182,0.8869204367171576
0.183,0.8869204367171576
0.184,0.8869204367171576
0.185,0.8869204367171576
0.186,0.8869204367171576
0.187,0.8869204367171576
0.188,0.883379840882751
0.189,0.883379840882751
0.19,0.883379840882751
0.191,0.883379840882751
0.192,0.883379840882751
0.193,0.883379840882751
0.194,0.883379840882751
0.195,0.883379840882751
0.196,0.883379840882751
0.197,0.883379840882751
0.198,0.883379840882751
0.199,0.883379840882751
0.2,0.883379840882751
0.201,0.883379840882751
0.202,0.883379840882751
0.203,0.883379840882751
0.20400000000000001,0.883379840882751
0.20500000000000002,0.883379840882751
0.20600000000000002,0.8798533791446439
0.20700000000000002,0.8798533791446439
0.20800000000000002,0.8798533791446439
0.209,0.8798533791446439
0.21,0.8798533791446439
0.211,0.8798533791446439
0.212,0.8798533791446439
0.213,0.8798533791446439
0.214,0.8798533791446439
0.215,0.8798533791446439
0.216,0.8798533791446439
0.217,0.8798533791446439
0.218,0.8798533791446439
0.219,0.8798533791446439
0.22,0.8798533791446439
0.221,0.8798533791446439
0.222,0.8798533791446439
0.223,0.8798533791446439
0.224,0.8798533791446439
0.225,0.8763409950793734
0.226,0.8763409950793734
0.227,0.8763409950793734
0.228,0.8763409950793734
0.229,0.8763409950793734
0.23,0.8763409950793734
0.231,0.8763409950793734
0.232,0.8763409950793734
0.233,0.8763409950793734
0.234,0.8763409950793734
0.23500000000000001,0.8763409950793734
0.23600000000000002,0.8763409950793734
0.23700000000000002,0.8763409950793734
0.23800000000000002,0.8763409950793734
0.23900000000000002,0.8763409950793734
0.24,0.8763409950793734
0.241,0.8763409950793734
0.242,0.8763409950793734
