#S0=1,r=0.05,nX=1000,nT=1000,x0=-2,x1=2,m=crank-nicolson,vs=SviPowerLaw(v0=0.04, v1=0.04, v2=0.04, k1=1, k2=2, rho=0, eta=0, gam=0)
k,K,T,ex,pc,pxTrue,pxLatt,sigTrue,sigLatt,sigLV,sigErr
-0.5,0.6095709072963093,0.1,E,P,8.04983110339123e-18,1.442248496104703e-17,0.2,0.2018064439653177,0.2,0.0018064439653176778
-0.45,0.6408242760323187,0.1,E,P,3.823109750608649e-15,5.622548170069841e-15,0.2,0.20145663767851174,0.2,0.0014566376785117296
-0.4,0.6736800392488675,0.1,E,P,9.926989404805672e-13,1.2620135744545427e-12,0.2,0.20112890590252583,0.2,0.0011289059025258175
-0.35000000000000003,0.7082203534677999,0.1,E,P,1.4158866903360075e-10,1.6296103359239588e-10,0.2,0.20084529582233285,0.2,0.0008452958223328366
-0.30000000000000004,0.7445315874659093,0.1,E,P,1.1163319330035472e-08,1.2022571339476725e-08,0.2,0.20058879641594363,0.2,0.0005887964159436154
-0.25000000000000006,0.7827045382418681,0.1,E,P,4.907845742975041e-07,5.080403377429076e-07,0.2,0.2003776108865908,0.2,0.0003776108865908012
-0.20000000000000007,0.8228346580560183,0.1,E,P,1.218021389907034e-05,1.2333323218402752e-05,0.2,0.20019817981970534,0.2,0.00019817981970532417
-0.15000000000000008,0.8650222931107411,0.1,E,P,0.00017369862194650248,0.0001741528075142628,0.2,0.2000645909083057,0.2,6.459090830568393e-05
-0.10000000000000009,0.9093729344682313,0.1,E,P,0.0014611039415775645,0.0014599551716818705,0.2,0.19996656404852778,0.2,-3.343595147223266e-05
-0.0500000000000001,0.9559974818330997,0.1,E,P,0.007536686206818817,0.007528974088461185,0.2,0.19991427386216443,0.2,-8.572613783558447e-05
-1.1102230246251565e-16,1.0050125208594007,0.1,E,P,0.02522712063003951,0.025214489920260767,0.2,0.19989983067921868,0.2,-0.00010016932078132923
0.04999999999999982,1.056540614675494,0.1,E,C,0.007923100371684434,0.007916390211921233,0.2,0.1999290507694732,0.2,-7.094923052680668e-05
0.09999999999999987,1.110710610355705,0.1,E,C,0.0016147695845172068,0.0016148522742117993,0.2,0.2000021772381728,0.2,2.17723817277915e-06
0.1499999999999999,1.167657961105125,0.1,E,C,0.00020180900689216233,0.00020272282463863026,0.2,0.20011178035006602,0.2,0.00011178035006600973
0.19999999999999984,1.2275250649631773,0.1,E,C,1.4876946851304128e-05,1.5129650981187682e-05,0.2,0.20026733802909422,0.2,0.0002673380290942051
0.24999999999999978,1.2904616208728894,0.1,E,C,6.301798675162991e-07,6.570250146170823e-07,0.2,0.20045610964209737,0.2,0.0004561096420973576
0.2999999999999998,1.3566250030062237,0.1,E,C,1.5068904919431745e-08,1.6436958982837935e-08,0.2,0.20069049674423092,0.2,0.0006904967442309118
0.34999999999999987,1.4261806542814799,0.1,E,C,2.0092388547409157e-10,2.3543232031819656e-10,0.2,0.20095372724078553,0.2,0.000953727240785518
