index,M,T,r,q,sig,bsPrice
GBM-368,0.899431,2.55557,0.0266751,0.0288607,0.368274,17.6884
GBM-369,0.87134,1.52903,0.0124832,0.0231847,0.424284,14.4993
GBM-370,0.840598,2.42363,0.023737,0.0254613,0.163767,3.74209
GBM-371,0.831531,2.55708,0.01613,0.00973651,0.372841,16.9784
GBM-372,1.10641,1.38157,0.0286146,0.0227054,0.188021,14.0656
GBM-373,1.16728,0.169214,0.0263483,0.00898589,0.138154,14.5641
GBM-374,0.986156,2.49123,0.028182,0.00795327,0.360112,23.3401
GBM-375,0.932781,0.396108,0.0230866,0.0102224,0.473687,9.15951
GBM-376,0.893033,0.0728286,0.0123163,0.0143595,0.352119,0.572347
GBM-377,1.11725,0.167682,0.0145332,0.0143608,0.235893,11.0398
GBM-378,1.15695,0.849557,0.0183393,0.0268595,0.325896,18.3676
GBM-379,0.9619,1.94893,0.0239187,0.0183136,0.442395,22.3911
GBM-380,1.01327,2.69128,0.0132799,0.00829586,0.328421,21.8031
GBM-381,1.08104,1.41051,0.014641,0.00147189,0.319768,19.3818
GBM-382,1.01044,2.89172,0.0211905,0.0293283,0.362117,21.761
GBM-383,0.889086,0.518572,0.0230115,0.00637881,0.328703,5.22225
GBM-384,0.902133,1.10314,0.0291494,0.00494978,0.0650387,0.468144
GBM-385,1.07108,2.70472,0.0210514,0.00124484,0.231208,20.6129
GBM-386,1.17337,2.61934,0.0218353,0.0227958,0.495133,34.5462
GBM-387,0.887567,1.01346,0.0272147,0.0102479,0.154523,2.48731
GBM-388,1.1255,2.08791,0.016636,0.0180665,0.253702,19.1246
GBM-389,0.815669,1.13395,0.0260402,0.01214,0.155992,1.15701
GBM-390,1.07318,1.1998,0.0138382,0.0135272,0.227267,13.162
GBM-391,1.09208,1.01379,0.0241082,0.0239479,0.233022,13.4585
GBM-392,1.05994,2.80053,0.0102404,0.000547748,0.439897,31.7623
GBM-393,0.880811,1.48021,0.0148335,0.0253069,0.395427,13.1795
GBM-394,0.931762,0.922306,0.0205496,0.010822,0.435388,13.9479
GBM-395,1.11963,0.161073,0.0129918,0.00379699,0.140646,10.8523
GBM-396,1.01266,1.41066,0.0124979,0.00429029,0.304633,15.3165
GBM-397,0.900175,0.351046,0.0272284,0.0276455,0.4722,6.93827
GBM-398,1.08611,2.4209,0.0166916,0.00813555,0.41358,28.6335
GBM-399,0.924338,1.13384,0.0142985,0.00687081,0.166054,4.19638
GBM-400,1.00078,1.19516,0.0137502,0.013382,0.0662251,2.90067
GBM-401,1.19584,0.855308,0.0236114,0.00895586,0.217509,18.9369
GBM-402,0.903018,1.68874,0.0116343,0.0125508,0.227613,7.52783
GBM-403,1.06416,1.16981,0.0289758,0.00825955,0.173178,11.9218
GBM-404,1.02648,2.83039,0.0198432,0.0211926,0.400721,25.6355
GBM-405,0.809328,2.82376,0.0168562,0.0180845,0.298656,11.5454
GBM-406,0.811448,0.0729796,0.0292532,0.0118043,0.135346,4.55844e-09
GBM-407,1.0288,1.80397,0.0197292,0.0268304,0.180914,9.89719
GBM-408,0.992272,2.37785,0.0275151,0.0247332,0.224336,12.9014
GBM-409,0.898159,1.23815,0.0175131,0.0197522,0.430939,14.3879
GBM-410,1.0561,1.4853,0.0263275,0.0249329,0.161319,10.2934
GBM-411,1.06123,0.338598,0.01067,0.000543072,0.161096,7.45378
GBM-412,0.928199,1.77445,0.0282934,0.0256289,0.120794,3.48195
GBM-413,0.829183,0.531274,0.0281356,0.0070868,0.166803,0.434732
GBM-414,0.985839,1.4193,0.0210609,0.00108487,0.400741,19.4126
GBM-415,1.11698,2.45265,0.019117,0.013336,0.163772,16.0462
GBM-416,0.897063,1.00072,0.0178542,0.00743286,0.110303,1.17563
GBM-417,0.895466,0.737288,0.0221169,0.0140553,0.154896,1.7081
GBM-418,1.10687,2.99419,0.0183001,0.0299256,0.188737,14.6642
GBM-419,1.07182,0.00472288,0.0111047,0.00914779,0.453963,6.71469
GBM-420,1.02634,1.03482,0.0240479,0.00503675,0.38887,17.5704
GBM-421,0.973074,0.375599,0.022029,0.0177956,0.36234,7.66237
GBM-422,1.01563,0.44201,0.0131035,0.00160079,0.416833,11.9487
GBM-423,1.12778,0.918889,0.0171533,0.00842729,0.161373,13.5855
GBM-424,1.0679,1.12545,0.0129221,0.0182444,0.0996418,7.47089
GBM-425,0.826701,2.71991,0.0247664,0.0274279,0.0584002,0.0729115
GBM-426,1.09511,2.48618,0.0212854,0.0202185,0.0919831,10.5494
GBM-427,0.808526,0.699781,0.0139715,0.0129241,0.268998,2.29794
GBM-428,0.930359,1.05113,0.013805,0.0158755,0.499402,17.0544
GBM-429,1.06771,1.71123,0.0153831,0.0214211,0.420265,23.0069
GBM-430,1.19172,0.450487,0.0241179,0.0294602,0.322195,18.0209
GBM-431,0.871147,1.22133,0.0299959,0.0161373,0.356433,10.7389
GBM-432,1.16739,1.83258,0.0103865,0.0232925,0.162267,15.1059
GBM-433,0.818447,0.253631,0.0176233,0.00761992,0.470669,2.94064
GBM-434,1.00303,1.83768,0.022084,0.0228923,0.0572724,3.04085
GBM-435,1.04598,1.45976,0.0206825,0.00208101,0.432237,23.475
GBM-436,0.845725,0.756952,0.0284396,0.0219627,0.152148,0.74552
GBM-437,0.84,2.07874,0.0285252,0.0197035,0.297846,10.7277
GBM-438,1.10753,1.51035,0.0169074,0.0195378,0.382024,22.083
GBM-439,1.09785,2.1613,0.0110988,0.0115346,0.0906304,10.3995
GBM-440,0.999917,0.02235,0.0288047,0.0158234,0.411274,2.46175
GBM-441,0.874076,1.42315,0.0135555,0.0251121,0.329436,9.559
GBM-442,1.05039,1.98229,0.0265045,0.0162543,0.138837,10.9893
GBM-443,1.18791,2.65768,0.0228587,0.025463,0.159456,17.7784
GBM-444,0.821752,2.85044,0.0104409,0.0145703,0.402573,18.6441
GBM-445,0.886062,0.336134,0.0142318,0.00624403,0.100003,0.0467591
GBM-446,1.01626,2.66663,0.0276686,0.0244795,0.151549,10.298
GBM-447,1.09952,0.0877419,0.0255258,0.00250275,0.104774,9.23336
GBM-448,1.09277,1.61002,0.019246,0.0274372,0.16313,11.5785
GBM-449,0.919017,2.44195,0.0183685,0.0134156,0.437969,23.4026
GBM-450,0.87714,0.658712,0.0262681,0.0271532,0.10678,0.254755
GBM-451,1.0682,0.821355,0.0141413,0.0041628,0.111666,8.43643
GBM-452,0.864368,1.8023,0.01247,0.0190371,0.139006,2.16133
GBM-453,0.910042,2.09932,0.0167516,0.0211051,0.394861,17.8628
GBM-454,0.871889,1.76046,0.0183557,0.0201879,0.463635,18.4314
GBM-455,1.12576,1.40992,0.0287116,0.00998091,0.336999,22.1614
GBM-456,0.836209,1.21277,0.0290049,0.0235578,0.443682,12.6184
GBM-457,1.03063,1.57385,0.0215107,0.00110135,0.0570011,6.76096
GBM-458,0.992951,0.981258,0.0147207,0.00133258,0.300824,12.0974
GBM-459,0.802236,2.8532,0.0192026,0.0112515,0.248321,9.17184
GBM-460,0.832733,1.13847,0.0138129,0.00443623,0.195019,2.57146
GBM-461,0.915925,2.57623,0.0245386,0.0158185,0.0641038,1.62391
GBM-462,1.10423,0.0213046,0.0115151,0.00712267,0.210195,9.44671
GBM-463,0.836954,2.18821,0.0104679,0.0067234,0.353629,14.2261
GBM-464,0.882103,2.32723,0.0279603,0.0272293,0.388117,17.5993
GBM-465,0.916876,2.55954,0.0120993,0.00536529,0.416862,23.2805
GBM-466,1.15548,1.57432,0.0135841,0.026896,0.0673432,11.3843
GBM-467,1.09985,2.3947,0.0171837,0.0240089,0.316639,21.3807
GBM-468,1.06183,1.94819,0.0209553,0.00882875,0.122492,11.1219
GBM-469,0.998797,2.82608,0.0164252,0.0136146,0.20622,13.5231
GBM-470,1.05004,2.6024,0.0208686,0.0115937,0.13636,12.0572
GBM-471,0.977282,2.88239,0.0142911,0.000759438,0.258101,17.9714
GBM-472,0.936969,0.347977,0.0229393,0.0151727,0.173395,1.74049
GBM-473,1.06089,2.28314,0.0206426,0.0142131,0.335942,22.3416
GBM-474,1.04743,1.07244,0.0250878,0.000765315,0.389623,19.1517
GBM-475,1.02181,0.219916,0.0149212,0.0150875,0.284616,6.37682
GBM-476,1.05146,2.12512,0.0115079,0.00378441,0.119008,10.3132
GBM-477,0.954925,1.69069,0.0299338,0.0123226,0.300581,14.5051
GBM-478,1.17562,1.26793,0.0181474,0.0187776,0.428597,25.4247
GBM-479,0.873969,2.93551,0.0142602,0.00224928,0.104291,3.36773
GBM-480,1.08245,2.18909,0.0290029,0.00152929,0.391408,28.3077
GBM-481,0.886082,2.84421,0.0103912,0.0232745,0.123723,2.73783
GBM-482,0.982177,1.91885,0.0292752,0.0270467,0.268888,13.4779
GBM-483,0.895887,2.83273,0.0225822,0.0138212,0.0918273,2.82703
GBM-484,0.880904,1.16505,0.0157004,0.0103009,0.465381,15.1055
GBM-485,0.804255,2.35138,0.0174966,0.0223444,0.0821184,0.181362
GBM-486,1.03525,1.88637,0.0249196,0.0207897,0.0866228,6.74448
GBM-487,1.1285,2.49106,0.0291636,0.00482322,0.109076,17.5648
GBM-488,0.96945,2.53861,0.0235055,0.00977364,0.284314,17.6333
GBM-489,0.944272,2.90033,0.0269279,0.0105183,0.373951,23.8795
GBM-490,0.885021,1.07972,0.0218754,0.0145869,0.0806334,0.346329
GBM-491,0.849594,2.45079,0.0107219,0.0191166,0.397869,17.1389
GBM-492,1.00391,2.04022,0.0259121,0.0207689,0.234605,13.3595
GBM-493,1.11172,2.5127,0.017249,0.0207093,0.0747844,10.0366
GBM-494,1.0677,0.148767,0.0123421,0.00593362,0.145679,6.73973
GBM-495,1.00067,1.75572,0.026817,0.00458204,0.0543102,5.13698
GBM-496,1.19282,1.0882,0.0134085,0.00993324,0.470212,26.8838
GBM-497,0.97958,1.52674,0.0161793,0.0240024,0.48388,21.4684
GBM-498,1.17871,1.46583,0.0218941,0.00619272,0.21585,20.1935
GBM-499,0.932259,0.561315,0.0186348,0.00657312,0.267358,5.35506
GBM-500,0.8314,1.04373,0.0241111,0.00755043,0.0518357,0.00122499
GBM-501,1.02474,0.110139,0.0183674,0.0168884,0.256898,4.70406
GBM-502,0.956935,0.0319342,0.0241078,0.0137495,0.469107,1.63801
GBM-503,0.870828,0.0228481,0.0246859,0.00921123,0.246419,0.000101792
GBM-504,0.813675,1.72383,0.028421,0.00141976,0.229136,6.09119
GBM-505,1.00745,1.89842,0.017358,0.00909409,0.415297,23.0221
GBM-506,0.968263,0.0346232,0.0258032,0.0061734,0.293856,0.971458
GBM-507,1.09688,0.0936678,0.0103968,0.0139388,0.490485,11.148
GBM-508,1.05056,2.30425,0.0289352,0.00677772,0.0968771,11.4253
GBM-509,1.12282,0.417718,0.0276368,0.00268017,0.283604,14.3456
GBM-510,1.14599,2.03301,0.0172884,0.0254398,0.14165,13.7877
GBM-511,0.809916,1.90207,0.0265339,0.00786164,0.207698,5.067
GBM-512,1.14031,2.56268,0.024295,0.0249407,0.326883,24.4302
GBM-513,0.914898,2.12761,0.0109615,0.000348115,0.0615415,1.23824
GBM-514,0.824776,0.0819485,0.0155331,0.022908,0.417773,0.293951
GBM-515,1.16338,1.28795,0.0241076,0.0100539,0.286953,21.0059
GBM-516,1.17972,2.56023,0.0295596,0.0266834,0.479402,33.7033
GBM-517,1.08142,1.34805,0.0270973,0.0217388,0.402972,21.4867
GBM-518,0.849633,1.40403,0.0276353,0.0246628,0.464209,15.3375
GBM-519,0.900483,0.147444,0.0238668,0.0292963,0.382734,2.13186
GBM-520,0.899934,2.87867,0.0170597,0.01817,0.253164,12.1532
GBM-521,1.17677,2.81393,0.0141361,0.0232816,0.098162,13.6259
GBM-522,1.11877,0.143747,0.0290595,0.0204786,0.404628,12.6216
GBM-523,1.18557,2.24738,0.0286749,0.013678,0.437973,32.6358
GBM-524,0.940032,2.43883,0.0284866,0.00558771,0.23899,14.3524
GBM-525,1.02423,1.19987,0.0219845,0.00610659,0.102792,6.76534
GBM-526,1.08706,2.02674,0.014346,0.00564808,0.158918,14.0576
GBM-527,1.1808,0.275131,0.0298828,0.0157178,0.332109,16.958
GBM-528,0.98918,2.55078,0.0291708,0.00426325,0.235409,17.0477
GBM-529,1.12541,0.135585,0.0133507,0.0227933,0.300568,11.7736
GBM-530,0.974403,2.88638,0.0226178,0.0104202,0.391959,25.644
GBM-531,1.12087,0.701503,0.027244,0.0293336,0.351254,16.8428
GBM-532,0.997436,2.28527,0.0196697,0.0288943,0.304499,16.1461
GBM-533,0.905991,1.47949,0.0145268,0.00354842,0.475634,19.5729
GBM-534,1.18477,0.0334268,0.0115803,0.000788878,0.480064,15.7064
GBM-535,0.967787,2.97837,0.0228346,0.0155413,0.395907,25.1431
GBM-536,0.896481,2.61271,0.0176261,0.0182763,0.498208,26.2592
GBM-537,0.833595,1.71829,0.0269451,0.0242369,0.182143,3.3099
GBM-538,0.964317,0.57683,0.0194276,0.0150016,0.21943,5.13041
GBM-539,0.803526,0.424209,0.015844,1.11107e-05,0.151067,0.0606615
GBM-540,1.09531,0.347142,0.0292265,0.028906,0.105538,8.81087
GBM-541,0.910753,1.64717,0.0277246,0.0272726,0.0537361,0.285594
GBM-542,1.01588,1.96493,0.018882,0.0288891,0.334835,17.3802
GBM-543,0.906614,1.93531,0.0154002,0.00113457,0.331242,15.4208
GBM-544,0.824783,0.984361,0.0227994,0.0297009,0.241813,2.91517
GBM-545,1.19534,0.87823,0.0152896,0.0036787,0.467617,25.7829
GBM-546,1.01604,0.94525,0.0147295,0.0126528,0.273413,11.2538
GBM-547,0.891212,1.4728,0.0242012,0.0299106,0.463603,16.8266
GBM-548,1.04577,2.4982,0.0103275,0.00531511,0.36473,24.6126
GBM-549,1.13206,1.28872,0.0110825,0.0210517,0.450796,24.1693
GBM-550,0.908421,1.70269,0.0161348,0.0111474,0.126837,3.20076
GBM-551,1.11573,1.08353,0.0286946,0.0297004,0.127331,11.3635
GBM-552,0.888406,1.75725,0.0176658,0.0297241,0.248327,7.39942
GBM-553,0.923119,0.416496,0.0105501,0.00883449,0.220074,2.65284
GBM-554,0.831776,0.395619,0.0281807,0.00519334,0.268085,1.41832
GBM-555,0.893023,1.78743,0.0241446,0.0121019,0.455142,20.0911
GBM-556,1.03855,0.465564,0.0157086,0.00602346,0.294716,10.0596
GBM-557,1.14413,0.834479,0.0266329,0.0141036,0.176825,14.8409
GBM-558,1.11194,0.193677,0.0110649,0.0273682,0.315541,11.4755
GBM-559,1.06869,2.11899,0.0244408,0.0087592,0.13762,13.0169
GBM-560,1.01128,1.01873,0.0188547,0.000950766,0.342784,15.0199
GBM-561,0.864517,2.52301,0.0139771,0.00551878,0.412423,20.9374
GBM-562,0.833522,1.50059,0.0217096,0.0040794,0.237766,5.8317
GBM-563,1.14493,2.81667,0.0213375,0.0149025,0.450677,33.5821
GBM-564,1.13564,2.07311,0.0169372,0.0204488,0.0840703,11.757
GBM-565,0.994602,2.10069,0.0105707,0.0187451,0.322371,16.8841
GBM-566,1.09883,2.65528,0.0134454,0.00969581,0.463427,32.3274
GBM-567,0.813526,0.928926,0.0232025,0.0228809,0.329661,5.33261
GBM-568,0.813757,0.139703,0.0154167,0.0282808,0.440169,0.891888
GBM-569,0.947897,0.774294,0.0141533,0.00622809,0.133043,2.72778
GBM-570,1.02595,2.51212,0.0118382,0.0227591,0.23621,13.951
GBM-571,1.09663,1.63916,0.0283922,0.0259275,0.262707,17.1024
GBM-572,0.94581,1.72515,0.0161639,0.0240978,0.227294,8.65947
GBM-573,1.0986,1.32104,0.0169147,0.0218533,0.482838,24.6633
GBM-574,0.813161,0.0224226,0.0169512,0.0123489,0.176821,1.06339e-15
GBM-575,1.05252,1.03628,0.0281725,0.0082236,0.110821,8.58681
GBM-576,1.04296,2.25723,0.0138169,0.0170068,0.404984,24.2948
GBM-577,0.910104,0.892423,0.02779,0.0245539,0.452901,13.0753
GBM-578,1.16877,2.26398,0.0115917,0.0171448,0.082793,13.5394
GBM-579,1.11301,2.60056,0.0143964,0.0156262,0.195579,16.7834
GBM-580,0.890875,1.06224,0.0206211,0.0123888,0.316274,8.6465
GBM-581,0.815765,1.23126,0.0245318,0.0227307,0.277457,5.07517
GBM-582,0.909064,1.76317,0.0220221,0.0223266,0.100382,1.85648
GBM-583,1.08079,0.297478,0.017104,0.0262827,0.250097,9.54783
GBM-584,0.953228,0.753407,0.0106824,0.0136445,0.0934604,1.34792
GBM-585,0.878806,0.659115,0.0114862,0.0280788,0.346311,5.84058
GBM-586,1.15863,2.0133,0.0258738,0.0158588,0.325867,24.8464
GBM-587,0.937811,1.46632,0.017083,0.00583143,0.481942,20.9696
GBM-588,1.02804,2.57124,0.0243706,0.0105307,0.338668,23.3074
GBM-589,0.977264,0.52042,0.0103708,0.0190318,0.166418,3.55028
GBM-590,0.840119,2.09849,0.0240328,0.012787,0.369213,15.1352
GBM-591,0.893091,1.34008,0.0132544,0.0252468,0.0873577,0.498052
GBM-592,0.907076,0.204874,0.0272697,0.0169236,0.115687,0.0738783
GBM-593,0.934169,1.37438,0.0214085,0.00356255,0.437875,18.4632
GBM-594,1.07971,1.77593,0.013521,0.0272195,0.180562,11.5308
GBM-595,0.942065,0.647426,0.0200312,0.0220003,0.191295,3.62136
GBM-596,0.881023,1.2131,0.0265302,0.00385317,0.352567,11.4496
GBM-597,1.00984,0.0351909,0.0295006,0.00974474,0.197294,2.0483
GBM-598,0.914211,2.58742,0.0198017,0.0254338,0.439521,22.429
GBM-599,0.874032,1.8901,0.0233136,0.00131369,0.487888,22.8683
GBM-600,1.04651,2.60847,0.0221643,0.00872534,0.152022,13.4489
GBM-601,0.965325,1.57456,0.0204871,0.02467,0.476459,21.087
GBM-602,1.11296,1.90384,0.0250075,0.0163999,0.404095,26.1506
GBM-603,0.818018,0.170955,0.0216766,0.0139147,0.274546,0.19823
GBM-604,1.01757,1.8226,0.0102458,0.0174918,0.259345,13.637
GBM-605,1.12266,0.932824,0.020556,0.0227887,0.483541,22.8554
GBM-606,0.91412,0.150453,0.0214255,0.0119685,0.108578,0.0285505
GBM-607,1.12635,1.64294,0.0125876,0.0159489,0.104019,11.7942
GBM-608,1.02722,0.299279,0.0192302,0.0178496,0.46908,11.4125
GBM-609,0.87127,1.72764,0.0163163,0.0262021,0.179799,3.74373
GBM-610,1.13413,0.530053,0.0111901,0.00265367,0.353473,16.9003
GBM-611,0.952591,1.44783,0.0219769,0.0238658,0.228365,8.47882
GBM-612,1.09023,2.61661,0.0151051,0.00298328,0.200049,18.3554
GBM-613,0.86892,2.5659,0.0250592,0.0298179,0.0528288,0.119302
GBM-614,1.06106,0.318086,0.0292353,0.0118803,0.3858,11.8512
GBM-615,1.09553,0.836556,0.0196271,0.00295576,0.462212,21.3261
GBM-616,1.06969,2.25562,0.0136256,0.022932,0.1843,12.5095
GBM-617,1.1831,2.32711,0.0146885,0.0285037,0.379268,26.43
GBM-618,1.12246,0.158867,0.0254903,0.00938637,0.299647,12.0771
GBM-619,0.810302,2.54516,0.0184311,0.00305287,0.193014,5.98927
GBM-620,0.965975,2.51881,0.0221898,0.0214551,0.441959,24.8594
GBM-621,0.88999,0.490706,0.0165895,0.0156835,0.239235,2.54398
GBM-622,1.08682,0.895216,0.0211428,0.0252809,0.145517,9.73444
GBM-623,0.982248,1.85546,0.0170106,0.0113061,0.0792639,3.88108
GBM-624,1.18982,0.944239,0.0212551,0.00701346,0.128189,17.291
GBM-625,0.909417,1.24512,0.0193378,0.0014862,0.32967,11.6419
GBM-626,0.945729,0.460266,0.021376,0.0239297,0.141216,1.65766
GBM-627,1.12528,1.41197,0.0185734,0.0188066,0.0942176,11.5881
GBM-628,0.991381,1.0638,0.0153408,0.00541585,0.114119,4.75664
GBM-629,1.11317,1.55957,0.0188869,0.00403274,0.173321,15.5223
GBM-630,1.16131,0.498171,0.014151,0.00852396,0.232441,15.5105
GBM-631,1.18242,0.937356,0.0290701,0.0179199,0.208653,17.9183
GBM-632,1.00713,0.683223,0.0163192,0.00977013,0.297388,10.2435
GBM-633,1.06934,2.56864,0.0129814,0.0133843,0.208473,15.7346
GBM-634,1.11147,0.429266,0.023254,0.00106421,0.142651,11.3391
GBM-635,0.968537,1.47118,0.0220642,0.00539464,0.164549,7.55053
GBM-636,0.910312,0.047798,0.0239722,0.0163276,0.161303,0.0045417
GBM-637,0.824026,1.48245,0.0263647,0.0029282,0.262986,6.82556
GBM-638,1.11318,0.0650243,0.0167015,0.0169688,0.264467,10.3065
GBM-639,0.848218,2.99245,0.0232501,0.0212224,0.262164,11.3033
GBM-640,0.832379,1.45276,0.0152295,0.0189691,0.11439,0.576178
GBM-641,1.15207,0.150475,0.0239124,0.0081398,0.134389,13.3932
GBM-642,1.13967,0.462117,0.0290587,0.0292948,0.465199,18.6455
GBM-643,0.891736,1.49987,0.0208503,0.00246917,0.188919,5.73084
GBM-644,0.983947,2.92142,0.0138497,0.00284452,0.318751,21.9171
GBM-645,1.01727,0.498504,0.0115333,0.0159993,0.200879,6.33116
GBM-646,0.862602,1.1469,0.0188653,0.0280113,0.437378,12.2436
GBM-647,0.849346,1.16704,0.0186522,0.0270569,0.133973,0.863395
GBM-648,0.915398,2.17337,0.0247669,0.0106649,0.435239,22.5144
GBM-649,0.901853,1.81848,0.0283116,0.00464873,0.218601,9.14757
GBM-650,0.822529,1.81659,0.0162932,0.0153278,0.114299,0.821449
GBM-651,0.996072,1.37004,0.0150062,0.0290005,0.0763911,2.45882
GBM-652,1.07105,2.33308,0.0240165,0.0221492,0.362655,23.5025
GBM-653,0.92179,0.895991,0.028057,0.00517892,0.23067,6.14171
GBM-654,1.12845,1.85571,0.0244626,0.0181708,0.446919,28.1853
GBM-655,0.997336,1.69583,0.0268763,0.0289685,0.115998,5.45789
GBM-656,1.1826,2.36797,0.0188949,0.0243687,0.119685,15.3294
GBM-657,1.06226,0.924693,0.0283681,0.0194335,0.193234,10.7606
GBM-658,1.05338,0.987907,0.0207271,0.0153586,0.234888,11.9062
GBM-659,0.944534,2.84769,0.0212597,0.00225103,0.0968064,6.33296
GBM-660,0.866449,0.08447,0.0184384,0.00566468,0.294138,0.182837
GBM-661,0.910857,2.82606,0.0150872,0.0020642,0.244787,13.9407
GBM-662,0.833504,2.31974,0.0276061,0.00747234,0.16534,4.91636
GBM-663,1.12701,0.620783,0.0107759,0.00162498,0.216801,13.92
GBM-664,1.12801,0.377768,0.0253942,0.0156247,0.261552,13.4979
GBM-665,0.886093,1.18227,0.0272404,0.0282187,0.0783877,0.298836
GBM-666,0.898966,0.968839,0.021344,0.0272887,0.074943,0.211682
GBM-667,1.03681,0.88742,0.026472,0.0070222,0.0829301,6.27845
GBM-668,1.16079,2.04138,0.0165846,0.00995006,0.210433,19.7164
GBM-669,1.1999,1.94547,0.016166,0.0171272,0.165084,18.4719
GBM-670,0.901344,0.726321,0.0117688,0.0123705,0.214156,3.35848
GBM-671,0.82405,1.6032,0.014313,0.0127155,0.331154,9.47406
GBM-672,1.12098,2.19795,0.0229319,0.00901159,0.316736,24.3643
GBM-673,0.921741,0.735405,0.0108986,0.0034234,0.455055,12.4015
GBM-674,0.944745,2.4678,0.0190211,0.0269493,0.455735,23.636
GBM-675,1.10036,1.61307,0.0216973,0.0244088,0.318974,19.3198
GBM-676,1.15631,0.324011,0.0140422,0.0254016,0.412329,16.7169
GBM-677,1.03469,0.228819,0.0138509,0.00364747,0.245419,6.59989
GBM-678,1.06888,2.55603,0.0181769,0.0133752,0.16683,13.9546
GBM-679,0.982122,0.947277,0.0221672,0.0216529,0.343823,12.284
GBM-680,1.18401,0.0252529,0.014498,0.0257808,0.179488,15.5069
GBM-681,0.894655,0.523977,0.0294402,0.0177884,0.332843,5.46629
GBM-682,1.14694,1.08462,0.0117689,0.0156623,0.286062,18.0924
GBM-683,1.0587,2.42665,0.0222464,0.00694923,0.135638,13.0876
GBM-684,0.994311,1.40584,0.0108199,0.0299854,0.414628,17.3743
GBM-685,0.975402,2.83557,0.021541,0.0153247,0.236519,14.8214
GBM-686,0.916173,0.93212,0.0215845,0.00155017,0.254777,6.95485
GBM-687,0.881377,0.77316,0.0268934,0.0106526,0.47547,12.0691
GBM-688,1.13385,1.25572,0.0278849,0.0163429,0.419761,24.164
GBM-689,0.871078,1.58446,0.0112114,0.028963,0.0621435,0.0490974
GBM-690,1.01889,0.591089,0.0191402,0.0279305,0.326585,10.4355
GBM-691,0.86165,1.0935,0.0279756,0.0233352,0.127259,0.991916
GBM-692,1.02158,1.20488,0.0242561,0.00348442,0.0891935,6.47463
GBM-693,1.13368,1.1049,0.0273404,0.000716848,0.321012,20.8668
GBM-694,0.80339,1.37699,0.0140064,0.0227529,0.471005,13.241
GBM-695,0.824029,1.95279,0.0166946,0.0235429,0.291334,8.3309
GBM-696,1.02439,0.371571,0.0100606,0.0273895,0.26744,7.27776
GBM-697,0.850138,1.9983,0.0227102,0.00123869,0.479048,22.2115
GBM-698,0.987154,2.22027,0.0269394,0.00150665,0.0849319,7.33247
GBM-699,1.06745,1.20255,0.0233891,0.0166142,0.415931,20.743
GBM-700,0.844334,2.45251,0.0235336,0.0281087,0.254194,8.5612
GBM-701,0.964589,1.87598,0.0194599,0.0188072,0.229725,10.6453
GBM-702,1.01056,0.0762465,0.0157904,0.0279827,0.417263,5.05332
GBM-703,1.14863,1.55611,0.0110572,0.0113487,0.454991,27.4607
GBM-704,1.18704,1.16525,0.0180815,0.00822006,0.117528,16.9423
GBM-705,0.8399,1.52281,0.0150817,0.0125779,0.294312,7.9758
GBM-706,1.11389,2.07729,0.0258106,0.0132885,0.347629,24.7567
GBM-707,0.845791,0.129876,0.0128065,0.0136637,0.435396,1.2419
GBM-708,0.844179,0.852853,0.0281466,0.0156619,0.205689,2.28331
GBM-709,1.12915,0.422153,0.0251532,0.0285155,0.195222,12.2632
GBM-710,1.15224,0.292212,0.0263543,0.011188,0.459218,17.4866
GBM-711,1.13499,1.45692,0.0221384,0.0138855,0.106869,13.5366
GBM-712,1.19614,1.88992,0.0230132,0.0193491,0.0534369,16.3766
GBM-713,0.945349,0.665404,0.0170685,0.0294144,0.456735,11.9318
GBM-714,0.841538,1.00214,0.0174584,0.0202262,0.225509,3.01369
GBM-715,0.822493,0.266909,0.027458,0.0252223,0.22717,0.258591
GBM-716,0.840987,0.460164,0.0298567,0.0161164,0.473102,6.59494
GBM-717,0.949617,1.59382,0.0213054,0.0141734,0.233219,9.77465
GBM-718,0.807223,1.50034,0.0139731,0.0231438,0.459397,13.669
GBM-719,1.00704,0.354853,0.0143604,0.00713407,0.383643,9.51432
GBM-720,0.878111,0.136297,0.0132446,0.0185973,0.431306,1.9605
GBM-721,0.937237,1.05728,0.0236796,0.0187538,0.272467,8.49828
GBM-722,1.15087,1.52385,0.0115016,0.0265601,0.430965,24.8042
GBM-723,1.04695,1.14814,0.0181534,0.0202805,0.425871,19.4113
GBM-724,0.945743,2.32036,0.0165999,0.00636781,0.256558,13.9609
GBM-725,1.08215,0.85259,0.0186206,0.00858036,0.051278,8.37486
GBM-726,1.09248,0.573368,0.0109684,0.0249141,0.371049,14.8261
GBM-727,1.13639,0.321132,0.0110767,0.0247152,0.164392,11.8981
GBM-728,0.97245,2.72979,0.014001,0.00636699,0.0509513,2.97304
