Contract Name,Date,Time,Open Price,Close Price,High Price,Low Price,Volume,Turnover,Last Close Price
US.IBM210625C120000,2021-06-15,2021-06-15 00:00:00,29.75,29.75,29.75,29.75,0,0.0,29.75
US.IBM210625C120000,2021-06-16,2021-06-16 00:00:00,29.75,29.75,29.75,29.75,0,0.0,29.75
US.IBM210625C120000,2021-06-17,2021-06-17 00:00:00,29.75,29.75,29.75,29.75,0,0.0,29.75
US.IBM210625C120000,2021-06-18,2021-06-18 00:00:00,24.15,24.15,24.15,24.15,1,2415.0,29.75
US.IBM210625C120000,2021-06-21,2021-06-21 00:00:00,24.15,24.15,24.15,24.15,0,0.0,24.15
US.IBM210625C120000,2021-06-22,2021-06-22 00:00:00,24.15,24.15,24.15,24.15,0,0.0,24.15
US.IBM210625C120000,2021-06-23,2021-06-23 00:00:00,24.15,24.15,24.15,24.15,0,0.0,24.15
US.IBM210625C120000,2021-06-24,2021-06-24 00:00:00,25.4,25.4,25.4,25.4,1,2540.0,24.15
US.IBM210625C120000,2021-06-25,2021-06-25 00:00:00,25.95,25.95,25.95,25.95,1,2595.0,25.4
US.IBM210625C120000,2021-06-27,2021-06-27 00:00:00,25.95,25.95,25.95,25.95,0,0.0,25.95
US.IBM210625C129000,2021-06-09,2021-06-09 00:00:00,21.45,21.45,21.45,21.45,2,4290.0,21.45
US.IBM210625C129000,2021-06-10,2021-06-10 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-11,2021-06-11 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-14,2021-06-14 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-15,2021-06-15 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-16,2021-06-16 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-17,2021-06-17 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-18,2021-06-18 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-21,2021-06-21 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-22,2021-06-22 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-23,2021-06-23 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-24,2021-06-24 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-25,2021-06-25 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C129000,2021-06-27,2021-06-27 00:00:00,21.45,21.45,21.45,21.45,0,0.0,21.45
US.IBM210625C130000,2021-06-04,2021-06-04 00:00:00,16.93,17.65,17.65,16.93,3,5223.0,16.93
US.IBM210625C130000,2021-06-07,2021-06-07 00:00:00,18.05,18.05,18.05,18.05,1,1805.0,17.65
US.IBM210625C130000,2021-06-08,2021-06-08 00:00:00,18.42,19.4,19.4,18.42,2,3782.0,18.05
US.IBM210625C130000,2021-06-09,2021-06-09 00:00:00,19.4,19.4,19.4,19.4,0,0.0,19.4
US.IBM210625C130000,2021-06-10,2021-06-10 00:00:00,19.4,19.4,19.4,19.4,0,0.0,19.4
US.IBM210625C130000,2021-06-11,2021-06-11 00:00:00,19.4,19.4,19.4,19.4,0,0.0,19.4
US.IBM210625C130000,2021-06-14,2021-06-14 00:00:00,19.4,19.4,19.4,19.4,0,0.0,19.4
US.IBM210625C130000,2021-06-15,2021-06-15 00:00:00,19.67,19.67,19.67,19.67,7,13769.0,19.4
US.IBM210625C130000,2021-06-16,2021-06-16 00:00:00,17.41,17.41,17.41,17.41,7,12187.0,19.67
US.IBM210625C130000,2021-06-17,2021-06-17 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-18,2021-06-18 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-21,2021-06-21 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-22,2021-06-22 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-23,2021-06-23 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-24,2021-06-24 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-25,2021-06-25 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C130000,2021-06-27,2021-06-27 00:00:00,17.41,17.41,17.41,17.41,0,0.0,17.41
US.IBM210625C132000,2021-05-26,2021-05-26 00:00:00,11.63,11.63,11.63,11.63,1,1163.0,11.63
US.IBM210625C132000,2021-05-27,2021-05-27 00:00:00,11.63,11.63,11.63,11.63,0,0.0,11.63
US.IBM210625C132000,2021-05-28,2021-05-28 00:00:00,11.63,11.63,11.63,11.63,0,0.0,11.63
US.IBM210625C132000,2021-06-01,2021-06-01 00:00:00,13.67,13.67,13.67,13.67,1,1367.0,11.63
US.IBM210625C132000,2021-06-02,2021-06-02 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-03,2021-06-03 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-04,2021-06-04 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-07,2021-06-07 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-08,2021-06-08 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-09,2021-06-09 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-10,2021-06-10 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-11,2021-06-11 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-14,2021-06-14 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-15,2021-06-15 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-16,2021-06-16 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-17,2021-06-17 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-18,2021-06-18 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-21,2021-06-21 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-22,2021-06-22 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-23,2021-06-23 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-24,2021-06-24 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-25,2021-06-25 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C132000,2021-06-27,2021-06-27 00:00:00,13.67,13.67,13.67,13.67,0,0.0,13.67
US.IBM210625C135000,2021-05-07,2021-05-07 00:00:00,11.53,11.52,11.53,11.5,3,3455.0,11.53
US.IBM210625C135000,2021-05-10,2021-05-10 00:00:00,12.95,12.95,12.95,12.95,1,1295.0,11.52
US.IBM210625C135000,2021-05-11,2021-05-11 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-12,2021-05-12 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-13,2021-05-13 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-14,2021-05-14 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-17,2021-05-17 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-18,2021-05-18 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-19,2021-05-19 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-20,2021-05-20 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-21,2021-05-21 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-24,2021-05-24 00:00:00,12.95,12.95,12.95,12.95,0,0.0,12.95
US.IBM210625C135000,2021-05-25,2021-05-25 00:00:00,8.6,8.6,8.6,8.6,1,860.0,12.95
US.IBM210625C135000,2021-05-26,2021-05-26 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-05-27,2021-05-27 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-05-28,2021-05-28 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-01,2021-06-01 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-02,2021-06-02 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-03,2021-06-03 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-04,2021-06-04 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-07,2021-06-07 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-08,2021-06-08 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-09,2021-06-09 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-10,2021-06-10 00:00:00,8.6,8.6,8.6,8.6,0,0.0,8.6
US.IBM210625C135000,2021-06-11,2021-06-11 00:00:00,16.55,16.2,16.55,16.2,4,6515.0,8.6
US.IBM210625C135000,2021-06-14,2021-06-14 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-15,2021-06-15 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-16,2021-06-16 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-17,2021-06-17 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-18,2021-06-18 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-21,2021-06-21 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-22,2021-06-22 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-23,2021-06-23 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-24,2021-06-24 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-25,2021-06-25 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C135000,2021-06-27,2021-06-27 00:00:00,16.2,16.2,16.2,16.2,0,0.0,16.2
US.IBM210625C137000,2021-06-18,2021-06-18 00:00:00,7.1,7.1,7.1,7.1,1,710.0,7.1
US.IBM210625C137000,2021-06-21,2021-06-21 00:00:00,7.1,7.1,7.1,7.1,0,0.0,7.1
US.IBM210625C137000,2021-06-22,2021-06-22 00:00:00,7.1,7.1,7.1,7.1,0,0.0,7.1
US.IBM210625C137000,2021-06-23,2021-06-23 00:00:00,7.1,7.1,7.1,7.1,0,0.0,7.1
US.IBM210625C137000,2021-06-24,2021-06-24 00:00:00,7.1,7.1,7.1,7.1,0,0.0,7.1
US.IBM210625C137000,2021-06-25,2021-06-25 00:00:00,7.1,7.1,7.1,7.1,0,0.0,7.1
US.IBM210625C137000,2021-06-27,2021-06-27 00:00:00,7.1,7.1,7.1,7.1,0,0.0,7.1
US.IBM210625C138000,2021-05-06,2021-05-06 00:00:00,9.58,9.58,9.58,9.58,1,958.0,9.58
US.IBM210625C138000,2021-05-07,2021-05-07 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-10,2021-05-10 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-11,2021-05-11 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-12,2021-05-12 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-13,2021-05-13 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-14,2021-05-14 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-17,2021-05-17 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-18,2021-05-18 00:00:00,9.58,9.58,9.58,9.58,0,0.0,9.58
US.IBM210625C138000,2021-05-19,2021-05-19 00:00:00,6.67,6.67,6.67,6.67,1,667.0,9.58
US.IBM210625C138000,2021-05-20,2021-05-20 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-05-21,2021-05-21 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-05-24,2021-05-24 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-05-25,2021-05-25 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-05-26,2021-05-26 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-05-27,2021-05-27 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-05-28,2021-05-28 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-01,2021-06-01 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-02,2021-06-02 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-03,2021-06-03 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-04,2021-06-04 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-07,2021-06-07 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-08,2021-06-08 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-09,2021-06-09 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-10,2021-06-10 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-11,2021-06-11 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-14,2021-06-14 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-15,2021-06-15 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-16,2021-06-16 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-17,2021-06-17 00:00:00,6.67,6.67,6.67,6.67,0,0.0,6.67
US.IBM210625C138000,2021-06-18,2021-06-18 00:00:00,6.15,6.15,6.15,6.15,1,615.0,6.67
US.IBM210625C138000,2021-06-21,2021-06-21 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C138000,2021-06-22,2021-06-22 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C138000,2021-06-23,2021-06-23 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C138000,2021-06-24,2021-06-24 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C138000,2021-06-25,2021-06-25 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C138000,2021-06-27,2021-06-27 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C139000,2021-05-12,2021-05-12 00:00:00,6.8,6.8,6.8,6.8,1,680.0,6.8
US.IBM210625C139000,2021-05-13,2021-05-13 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-14,2021-05-14 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-17,2021-05-17 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-18,2021-05-18 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-19,2021-05-19 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-20,2021-05-20 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-21,2021-05-21 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-24,2021-05-24 00:00:00,6.8,6.8,6.8,6.8,0,0.0,6.8
US.IBM210625C139000,2021-05-25,2021-05-25 00:00:00,6.48,6.48,6.48,6.48,1,648.0,6.8
US.IBM210625C139000,2021-05-26,2021-05-26 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-05-27,2021-05-27 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-05-28,2021-05-28 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-01,2021-06-01 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-02,2021-06-02 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-03,2021-06-03 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-04,2021-06-04 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-07,2021-06-07 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-08,2021-06-08 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-09,2021-06-09 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-10,2021-06-10 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-11,2021-06-11 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-14,2021-06-14 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-15,2021-06-15 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-16,2021-06-16 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-17,2021-06-17 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-18,2021-06-18 00:00:00,6.48,6.48,6.48,6.48,0,0.0,6.48
US.IBM210625C139000,2021-06-21,2021-06-21 00:00:00,5.9,5.9,5.9,5.9,5,2950.0,6.48
US.IBM210625C139000,2021-06-22,2021-06-22 00:00:00,5.9,5.9,5.9,5.9,0,0.0,5.9
US.IBM210625C139000,2021-06-23,2021-06-23 00:00:00,5.9,5.9,5.9,5.9,0,0.0,5.9
US.IBM210625C139000,2021-06-24,2021-06-24 00:00:00,5.9,5.9,5.9,5.9,0,0.0,5.9
US.IBM210625C139000,2021-06-25,2021-06-25 00:00:00,5.9,5.9,5.9,5.9,0,0.0,5.9
US.IBM210625C139000,2021-06-27,2021-06-27 00:00:00,5.9,5.9,5.9,5.9,0,0.0,5.9
US.IBM210625C140000,2021-05-12,2021-05-12 00:00:00,5.7,5.7,5.7,5.68,3,1708.0,5.7
US.IBM210625C140000,2021-05-13,2021-05-13 00:00:00,6.3,6.3,6.3,6.3,7,4410.0,5.7
US.IBM210625C140000,2021-05-14,2021-05-14 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-17,2021-05-17 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-18,2021-05-18 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-19,2021-05-19 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-20,2021-05-20 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-21,2021-05-21 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-24,2021-05-24 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-25,2021-05-25 00:00:00,6.3,6.3,6.3,6.3,0,0.0,6.3
US.IBM210625C140000,2021-05-26,2021-05-26 00:00:00,4.79,4.79,4.79,4.79,1,479.0,6.3
US.IBM210625C140000,2021-05-27,2021-05-27 00:00:00,5.54,5.54,5.54,5.54,1,554.0,4.79
US.IBM210625C140000,2021-05-28,2021-05-28 00:00:00,5.3,5.37,5.37,5.29,4,2126.0,5.54
US.IBM210625C140000,2021-06-01,2021-06-01 00:00:00,6.22,4.97,6.22,4.97,14,7332.0,5.37
US.IBM210625C140000,2021-06-02,2021-06-02 00:00:00,5.88,6.27,6.29,5.88,12,7136.0,4.97
US.IBM210625C140000,2021-06-03,2021-06-03 00:00:00,6.15,6.15,6.15,6.15,1,615.0,6.27
US.IBM210625C140000,2021-06-04,2021-06-04 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C140000,2021-06-07,2021-06-07 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C140000,2021-06-08,2021-06-08 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C140000,2021-06-09,2021-06-09 00:00:00,6.15,6.15,6.15,6.15,0,0.0,6.15
US.IBM210625C140000,2021-06-10,2021-06-10 00:00:00,11.45,10.48,11.45,10.35,3,3228.0,6.15
US.IBM210625C140000,2021-06-11,2021-06-11 00:00:00,11.0,11.45,11.65,11.0,5,5740.0,10.48
