Contract Name,Type,Put/Call,Status,Maturity (Day),Maturity (BDay),Maturity (Year),Contract Size,Strike,Bid,Bid Volume,Ask,Ask Volume,Last Price,Open Price,High Price,Low Price,Close Price,Open Interest,Volume,Turnover,Implied Vol,Premium,Delta,Gamma,Vega,Theta,Rho
US.SPY220413C436000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,436.0,0.0,0.0,0.0,0.0,6.35,6.35,0.0,0.0,6.35,0,0,0.0,25.148,1.041,0.977,0.014,0.007,-0.234,0.004
US.SPY220413C438000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,438.0,0.0,0.0,0.0,0.0,5.07,5.07,0.0,0.0,5.07,0,0,0.0,26.183,1.206,0.92,0.039,0.021,-0.71,0.004
US.SPY220413C440000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,440.0,0.0,0.0,0.0,0.0,3.14,3.14,0.0,0.0,3.14,0,0,0.0,10.473,1.222,0.981,0.03,0.006,-0.082,0.004
US.SPY220413C442000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,442.0,0.0,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.93,0,0,0.0,6.545,1.174,0.879,0.215,0.028,-0.245,0.003
US.SPY220413C444000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,444.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,11288,0,0.0,12.661,1.42,0.054,0.257,0.003,-1.064,0.0
US.SPY220413C445000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,445.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,27583,0,0.0,26.171,1.649,0.029,0.074,0.002,-1.283,0.0
US.SPY220413C446000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,446.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,9239,0,0.0,38.614,1.877,0.02,0.037,0.001,-1.398,0.0
US.SPY220413C448000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,448.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,13849,0,0.0,61.988,2.334,0.013,0.016,0.001,-1.535,0.0
US.SPY220413C450000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,450.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,20828,0,0.0,84.181,2.791,0.01,0.009,0.0,-1.621,0.0
US.SPY220413C452000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,452.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,7658,0,0.0,105.602,3.248,0.008,0.006,0.0,-1.685,0.0
US.SPY220413C454000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,454.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,5316,0,0.0,126.448,3.704,0.007,0.004,0.0,-1.735,0.0
US.SPY220413C455000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,455.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,9031,0,0.0,136.692,3.933,0.006,0.003,0.0,-1.756,0.0
US.SPY220413C456000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,456.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,6213,0,0.0,146.831,4.161,0.006,0.003,0.0,-1.776,0.0
US.SPY220413C458000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,458.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,4077,0,0.0,166.828,4.618,0.005,0.002,0.0,-1.811,0.0
US.SPY220413C460000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,460.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,6113,0,0.0,186.488,5.075,0.005,0.002,0.0,-1.841,0.0
US.SPY220413C462000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,462.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,1959,0,0.0,205.852,5.532,0.004,0.001,0.0,-1.867,0.0
US.SPY220413C464000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,464.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,1032,0,0.0,224.948,5.989,0.004,0.001,0.0,-1.891,0.0
US.SPY220413C465000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,465.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,7999,0,0.0,253.067,6.219,0.007,0.002,0.0,-3.477,0.0
US.SPY220413C470000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,470.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,2044,0,0.0,280.843,7.359,0.003,0.001,0.0,-1.95,0.0
US.SPY220413C475000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,475.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,636,0,0.0,326.052,8.501,0.003,0.0,0.0,-1.99,0.0
US.SPY220413C480000,AMERICAN,Call,EXPIRED,-1,0,0.0,100.0,480.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.07,693,0,0.0,461.41,9.657,0.012,0.002,0.001,-10.935,0.0
US.SPY220413P200000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,200.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,23,0,0.0,3165.781,54.318,0.0,0.0,0.0,-2.423,0.0
US.SPY220413P210000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,210.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,1,0,0.0,3147.014,52.036,0.0,0.0,0.0,-4.541,0.0
US.SPY220413P220000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,220.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,2,0,0.0,2803.176,49.749,0.0,0.0,0.0,-2.407,0.0
US.SPY220413P230000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,230.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,131,0,0.0,2633.832,47.465,0.0,0.0,0.0,-2.398,0.0
US.SPY220413P240000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,240.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.14,6,0,0.0,3151.859,45.211,-0.003,0.0,0.0,-25.224,0.0
US.SPY220413P250000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,250.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,41,0,0.0,2315.564,42.897,0.0,0.0,0.0,-2.379,0.0
US.SPY220413P255000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,255.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,226,0,0.0,2368.519,41.757,0.0,0.0,0.0,-4.456,0.0
US.SPY220413P260000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,260.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,301,0,0.0,2165.485,40.613,0.0,0.0,0.0,-2.369,0.0
US.SPY220413P265000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,265.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.03,48,0,0.0,2293.384,39.475,-0.001,0.0,0.0,-6.384,0.0
US.SPY220413P270000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,270.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,154,0,0.0,2020.778,38.328,0.0,0.0,0.0,-2.358,0.0
US.SPY220413P275000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,275.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,67,0,0.0,1950.303,37.186,0.0,0.0,0.0,-2.352,0.0
US.SPY220413P280000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,280.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,316,0,0.0,1881.011,36.044,0.0,0.0,0.0,-2.346,0.0
US.SPY220413P285000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,285.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,31,0,0.0,1812.857,34.902,0.0,0.0,0.0,-2.34,0.0
US.SPY220413P290000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,290.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,386,0,0.0,1745.793,33.76,0.0,0.0,0.0,-2.333,0.0
US.SPY220413P295000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,295.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,18,0,0.0,1679.777,32.618,0.0,0.0,0.0,-2.326,0.0
US.SPY220413P300000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,165,0,0.0,1710.934,31.478,-0.001,0.0,0.0,-4.342,0.0
US.SPY220413P305000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,305.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,155,0,0.0,1643.521,30.336,-0.001,0.0,0.0,-4.327,0.0
US.SPY220413P310000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,310.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,267,0,0.0,1487.608,29.192,0.0,0.0,0.0,-2.305,0.0
US.SPY220413P315000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,315.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,269,0,0.0,1511.558,28.052,-0.001,0.0,0.0,-4.294,0.0
US.SPY220413P320000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,320.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,341,0,0.0,1364.014,26.907,0.0,0.0,0.0,-2.288,0.0
US.SPY220413P325000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,325.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,1841,0,0.0,1383.156,25.768,-0.001,0.0,0.0,-4.259,0.0
US.SPY220413P330000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,330.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,415,0,0.0,1243.701,24.623,0.0,0.0,0.0,-2.271,0.0
US.SPY220413P335000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,335.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,46,0,0.0,1184.691,23.481,0.0,0.0,0.0,-2.261,0.0
US.SPY220413P340000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,340.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,1146,0,0.0,1196.592,22.341,-0.001,0.0,0.0,-4.199,0.0
US.SPY220413P345000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,345.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,342,0,0.0,1068.802,21.197,0.0,0.0,0.0,-2.241,0.0
US.SPY220413P350000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,350.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,152,0,0.0,1011.859,20.055,-0.001,0.0,0.0,-2.229,0.0
US.SPY220413P355000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,355.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,196,0,0.0,955.541,18.913,-0.001,0.0,0.0,-2.218,0.0
US.SPY220413P360000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,360.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,627,0,0.0,899.815,17.771,-0.001,0.0,0.0,-2.205,0.0
US.SPY220413P365000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,365.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,777,0,0.0,844.651,16.628,-0.001,0.0,0.0,-2.192,0.0
US.SPY220413P370000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,370.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,3052,0,0.0,790.014,15.486,-0.001,0.0,0.0,-2.177,0.0
US.SPY220413P375000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,375.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,1992,0,0.0,735.869,14.344,-0.001,0.0,0.0,-2.162,0.0
US.SPY220413P380000,AMERICAN,Put,EXPIRED,-1,0,0.0,100.0,380.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,409,0,0.0,682.179,13.202,-0.001,0.0,0.0,-2.145,0.0
