"","Expiry","Texp","Strike","Bid","Ask","Fwd","CallMid"
"1","20050917",0.00383299110198494,500,NA,4.61414304851061,1227.81970879442,NA
"2","20050917",0.00383299110198494,600,NA,3.71723984221633,1227.81970879442,NA
"3","20050917",0.00383299110198494,650,NA,3.32266294629646,1227.81970879442,NA
"4","20050917",0.00383299110198494,700,NA,2.956414409125,1227.81970879442,NA
"5","20050917",0.00383299110198494,750,NA,2.61426260942354,1227.81970879442,NA
"6","20050917",0.00383299110198494,800,NA,2.29276096623357,1227.81970879442,NA
"7","20050917",0.00383299110198494,825,NA,2.13883847871915,1227.81970879442,NA
"8","20050917",0.00383299110198494,850,NA,1.98903700381205,1227.81970879442,NA
"9","20050917",0.00383299110198494,875,NA,1.84306108408208,1227.81970879442,NA
"10","20050917",0.00383299110198494,900,NA,1.70063286322261,1227.81970879442,NA
"11","20050917",0.00383299110198494,925,NA,1.5614882433263,1227.81970879442,NA
"12","20050917",0.00383299110198494,950,NA,1.42537290915632,1227.81970879442,NA
"13","20050917",0.00383299110198494,975,NA,1.29203793972533,1227.81970879442,NA
"14","20050917",0.00383299110198494,995,NA,1.18720482352446,1227.81970879442,NA
"15","20050917",0.00383299110198494,1000,NA,1.16123458779583,1227.81970879442,NA
"16","20050917",0.00383299110198494,1005,NA,1.13535545404144,1227.81970879442,NA
"17","20050917",0.00383299110198494,1025,NA,1.03270755442154,1227.81970879442,NA
"18","20050917",0.00383299110198494,1050,NA,0.906185582443857,1227.81970879442,NA
"19","20050917",0.00383299110198494,1065,NA,0.831111267198879,1227.81970879442,NA
"20","20050917",0.00383299110198494,1070,NA,0.806210577303397,1227.81970879442,NA
"21","20050917",0.00383299110198494,1075,NA,0.781367153850952,1227.81970879442,NA
"22","20050917",0.00383299110198494,1100,NA,0.657896733485102,1227.81970879442,NA
"23","20050917",0.00383299110198494,1115,NA,0.584279211201217,1227.81970879442,NA
"24","20050917",0.00383299110198494,1120,NA,0.559791586732714,1227.81970879442,NA
"25","20050917",0.00383299110198494,1125,NA,0.535321121009534,1227.81970879442,NA
"26","20050917",0.00383299110198494,1130,NA,0.510861948882243,1227.81970879442,NA
"27","20050917",0.00383299110198494,1135,NA,0.486407628945565,1227.81970879442,NA
"28","20050917",0.00383299110198494,1140,NA,0.461951039055632,1227.81970879442,NA
"29","20050917",0.00383299110198494,1145,NA,0.437484245944816,1227.81970879442,NA
"30","20050917",0.00383299110198494,1150,NA,0.44792024551955,1227.81970879442,NA
