Expiry,Texp,Strike,Bid,Ask,Fwd,CallMid
20170524,0.0136892539356605,9,NA,1.69399781415571,12.3326251000296,NA
20170524,0.0136892539356605,9.5,NA,1.45260497652451,12.3326251000296,NA
20170524,0.0136892539356605,10,NA,1.21890589378067,12.3326251000296,NA
20170524,0.0136892539356605,10.5,NA,0.990510279242754,12.3326251000296,NA
20170524,0.0136892539356605,11,0.764337710299103,1.0867420499726,12.3326251000296,1.43177524061373
20170524,0.0136892539356605,11.5,0.917966840806783,1.13015343451254,12.3326251000296,1.08050045150517
20170524,0.0136892539356605,12,0.873291826156082,1.05345022749895,12.3326251000296,0.729225662348826
20170524,0.0136892539356605,12.5,0.907394237019593,1.42451102963086,12.3326251000296,0.594900843493948
20170524,0.0136892539356605,13,0.964961184817495,1.32889505535362,12.3326251000296,0.396600562336502
20170524,0.0136892539356605,13.5,1.1253586244289,1.51852056647227,12.3326251000296,0.347025492023633
20170524,0.0136892539356605,14,1.45946097794322,1.5644077869481,12.3326251000296,0.322237956868735
20170524,0.0136892539356605,14.5,1.2981138398897,1.66939698277165,12.3326251000296,0.223087816295125
20170524,0.0136892539356605,15,1.4711996354288,1.74176035755481,12.3326251000296,0.19830028117039
20170524,0.0136892539356605,16,1.37154402169005,1.93977134710496,12.3326251000296,0.123937675727926
20170524,0.0136892539356605,17,1.61209220431576,1.86790753637016,12.3326251000296,0.0743626054290893
20170524,0.0136892539356605,18,1.83140860449368,2.10742981188267,12.3326251000296,0.0743626054387679
20170524,0.0136892539356605,19,2.03332731006194,2.32725606096607,12.3326251000296,0.074362605436746
20170524,0.0136892539356605,20,2.22060258879131,2.5306049275988,12.3326251000296,0.0743626054349463
20170524,0.0136892539356605,21,NA,2.3953174248196,12.3326251000296,NA
20170524,0.0136892539356605,22,NA,2.55910409338122,12.3326251000296,NA
20170524,0.0136892539356605,23,NA,2.71327544920506,12.3326251000296,NA
20170524,0.0136892539356605,24,NA,2.85890877785143,12.3326251000296,NA
20170524,0.0136892539356605,25,NA,2.99690225801623,12.3326251000296,NA
20170524,0.0136892539356605,26,NA,3.12801457490019,12.3326251000296,NA
20170524,0.0136892539356605,27,NA,3.25289363171959,12.3326251000296,NA
20170524,0.0136892539356605,28,NA,3.37209791701105,12.3326251000296,NA
20170524,0.0136892539356605,29,NA,3.48611275897531,12.3326251000296,NA
20170524,0.0136892539356605,30,NA,3.59536291972328,12.3326251000296,NA
20170524,0.0136892539356605,32.5,NA,3.84999433734958,12.3326251000296,NA
20170524,0.0136892539356605,35,NA,4.08186741753986,12.3326251000296,NA
20170524,0.0136892539356605,37.5,NA,4.75750113180551,12.3326251000296,NA
20170524,0.0136892539356605,40,NA,4.96662449831578,12.3326251000296,NA
20170524,0.0136892539356605,42.5,NA,5.16058367121624,12.3326251000296,NA
20170524,0.0136892539356605,45,NA,5.34136309998869,12.3326251000296,NA
20170524,0.0136892539356605,50,NA,5.6695883563658,12.3326251000296,NA
20170531,0.0328542094455852,9,NA,1.28508399183904,12.3708563544519,NA
20170531,0.0328542094455852,9.5,NA,0.940808468603434,12.3708563544519,NA
20170531,0.0328542094455852,10,NA,0.790846120527254,12.3708563544519,NA
20170531,0.0328542094455852,10.5,NA,0.776967413422798,12.3708563544519,NA
20170531,0.0328542094455852,11,0.499521403275556,0.867926340888888,12.3708563544519,1.51588397903699
20170531,0.0328542094455852,11.5,0.733577882658106,0.861353658856825,12.3708563544519,1.20925414514241
20170531,0.0328542094455852,12,0.797055493622963,0.853231578967616,12.3708563544519,0.926795582009123
20170531,0.0328542094455852,12.5,0.769189720469052,1.09355210793904,12.3708563544519,0.773480664402476
20170531,0.0328542094455852,13,1.0469151982565,1.15620617057833,12.3708563544519,0.725138122920594
20170531,0.0328542094455852,13.5,0.950871701078992,1.1813911413055,12.3708563544519,0.531767956801144
20170531,0.0328542094455852,14,1.17157735994358,1.29083074121423,12.3708563544519,0.531767956795643
20170531,0.0328542094455852,14.5,1.12314844840294,1.38044404027348,12.3708563544519,0.43508287372219
20170531,0.0328542094455852,15,1.2509006688344,1.38777606714456,12.3708563544519,0.386740332194214
20170531,0.0328542094455852,16,1.2316837301627,1.55505752163013,12.3708563544519,0.290055249138272
20170531,0.0328542094455852,17,1.31335153769715,1.60210358605794,12.3708563544519,0.217541436881749
20170531,0.0328542094455852,18,1.47633734640633,1.68942382429248,12.3708563544519,0.193370166095731
20170531,0.0328542094455852,19,1.29855166219902,1.84935230267876,12.3708563544519,0.145027624584539
20170531,0.0328542094455852,20,1.61628439645227,1.88714392673246,12.3708563544519,0.145027624571695
20170531,0.0328542094455852,21,1.53175418513739,1.89158486479678,12.3708563544519,0.0966850830565419
20170531,0.0328542094455852,22,NA,2.01131556984168,12.3708563544519,NA
20170531,0.0328542094455852,23,1.73658421715196,1.95948069421175,12.3708563544519,0.0725138122892295
20170531,0.0328542094455852,24,1.83040167205929,2.06058555341523,12.3708563544519,0.072513812296987
20170531,0.0328542094455852,25,1.91929784618774,2.15625626879614,12.3708563544519,0.0725138122915819
20170531,0.0328542094455852,26,NA,2.24704465159925,12.3708563544519,NA
20170531,0.0328542094455852,27,NA,2.33342020161608,12.3708563544519,NA
20170531,0.0328542094455852,28,NA,2.41578629953746,12.3708563544519,NA
20170531,0.0328542094455852,29,NA,2.68305155725143,12.3708563544519,NA
20170531,0.0328542094455852,30,NA,2.30483799998602,12.3708563544519,NA
20170531,0.0328542094455852,32.5,NA,3.24932358183489,12.3708563544519,NA
20170531,0.0328542094455852,35,NA,2.90466293517785,12.3708563544519,NA
20170531,0.0328542094455852,37.5,NA,3.05073751529236,12.3708563544519,NA
20170531,0.0328542094455852,40,NA,3.18545859772251,12.3708563544519,NA
20170531,0.0328542094455852,42.5,NA,3.31041360520754,12.3708563544519,NA
20170531,0.0328542094455852,45,NA,3.42688038100484,12.3708563544519,NA
20170607,0.0520191649555099,9,NA,1.0496361117279,12.4607417365281,NA
20170607,0.0520191649555099,9.5,NA,0.770648022463754,12.4607417365281,NA
20170607,0.0520191649555099,10,NA,0.776033380408461,12.4607417365281,NA
20170607,0.0520191649555099,10.5,NA,0.732879968583705,12.4607417365281,NA
20170607,0.0520191649555099,11,0.51418205099644,0.726544319497373,12.4607417365281,1.6377648566494
20170607,0.0520191649555099,11.5,0.623146412420373,0.781809026976912,12.4607417365281,1.34007699397101
20170607,0.0520191649555099,12,0.687990117896685,0.874733280961967,12.4607417365281,1.11825618281446
20170607,0.0520191649555099,12.5,0.820069975180499,0.999212125770068,12.4607417365281,1.01156068657348
20170607,0.0520191649555099,13,0.914362945059017,1.04860442648571,12.4607417365281,0.885115600733198
20170607,0.0520191649555099,13.5,0.933538238186599,1.11666708531418,12.4607417365281,0.758670514953868
20170607,0.0520191649555099,14,1.02179659517671,1.1637816511367,12.4607417365281,0.682803463425702
20170607,0.0520191649555099,14.5,1.04324231828148,1.19259325905372,12.4607417365281,0.58164739476356
20170607,0.0520191649555099,15,1.09888794891764,1.25528161706475,12.4607417365281,0.531069360463855
20170607,0.0520191649555099,16,1.23321334105312,1.34745312186636,12.4607417365281,0.455202308948443
20170607,0.0520191649555099,17,1.19926241911959,1.40027473347305,12.4607417365281,0.328757223144346
20170607,0.0520191649555099,18,1.25873682236134,1.48432201576145,12.4607417365281,0.278179188846106
20170607,0.0520191649555099,19,1.28777182356843,1.54601994175478,12.4607417365281,0.227601154487138
20170607,0.0520191649555099,20,1.39824861254472,1.58630333128941,12.4607417365281,0.202312137344831
20170607,0.0520191649555099,21,1.37754271579507,1.69587893106955,12.4607417365281,0.177023120155381
20170607,0.0520191649555099,22,1.4688596593749,1.70370905646561,12.4607417365281,0.151734102988542
20170607,0.0520191649555099,23,1.37575991947854,1.79686540593156,12.4607417365281,0.126445085812029
20170607,0.0520191649555099,24,1.63553444931674,1.88455706317584,12.4607417365281,0.151734102993201
20170607,0.0520191649555099,25,NA,1.96739004692819,12.4607417365281,NA
20170607,0.0520191649555099,26,NA,2.04587149143431,12.4607417365281,NA
20170607,0.0520191649555099,27,NA,1.99973537834736,12.4607417365281,NA
20170607,0.0520191649555099,28,NA,2.06851859111994,12.4607417365281,NA
20170607,0.0520191649555099,29,NA,2.13419618056513,12.4607417365281,NA
20170607,0.0520191649555099,30,NA,2.19703080686103,12.4607417365281,NA
20170607,0.0520191649555099,32.5,NA,2.1828999274348,12.4607417365281,NA
20170607,0.0520191649555099,35,NA,2.31028817157908,12.4607417365281,NA
20170607,0.0520191649555099,37.5,NA,2.4269807701087,12.4607417365281,NA
20170607,0.0520191649555099,40,NA,2.53458719191447,12.4607417365281,NA
20170607,0.0520191649555099,42.5,NA,2.63438002133715,12.4607417365281,NA
20170607,0.0520191649555099,45,NA,2.72738322702932,12.4607417365281,NA
20170614,0.0711841204654346,9,NA,0.923240930005522,12.6413562740112,NA
20170614,0.0711841204654346,9.5,NA,0.805450861972618,12.6413562740112,NA
20170614,0.0711841204654346,10,NA,0.691585080223692,12.6413562740112,NA
20170614,0.0711841204654346,10.5,NA,0.657801505897367,12.6413562740112,NA
20170614,0.0711841204654346,11,0.471118944574092,0.656906910319529,12.6413562740112,1.81685770735116
20170614,0.0711841204654346,11.5,0.572909623900752,0.754348604406602,12.6413562740112,1.54250240731411
20170614,0.0711841204654346,12,0.636315806353154,0.835497397802796,12.6413562740112,1.31829037408221
20170614,0.0711841204654346,12.5,0.689603144585243,0.802773574561002,12.6413562740112,1.0690067074191
20170614,0.0711841204654346,13,0.787332557830536,0.899144440936711,12.6413562740112,0.977793699965216
20170614,0.0711841204654346,13.5,0.81407716310514,0.965063942148245,12.6413562740112,0.852435533372394
20170614,0.0711841204654346,14,0.896617999696985,1.01270989763981,12.6413562740112,0.777220633299198
20170614,0.0711841204654346,14.5,0.924168485816872,1.04490149666022,12.6413562740112,0.676934100020853
20170614,0.0711841204654346,15,0.978938537172496,1.10426487926617,12.6413562740112,0.626790833291041
20170614,0.0711841204654346,16,1.05820818674903,1.19498460278629,12.6413562740112,0.526504299960403
20170614,0.0711841204654346,17,1.10142098144737,1.25385923472656,12.6413562740112,0.426217766718986
20170614,0.0711841204654346,18,1.17019276369054,1.3365296887198,12.6413562740112,0.376074500030535
20170614,0.0711841204654346,19,1.21835707528276,1.40141769313645,12.6413562740112,0.325931233353378
20170614,0.0711841204654346,20,1.31984298744595,1.45021895355422,12.6413562740112,0.300859599996745
20170614,0.0711841204654346,21,1.25088077825803,1.48366899827455,12.6413562740112,0.225644700027272
20170614,0.0711841204654346,22,1.33310293285403,1.50156082717644,12.6413562740112,0.200573066645598
20170614,0.0711841204654346,23,1.29961794651141,1.58367377721564,12.6413562740112,0.17550143334026
20170614,0.0711841204654346,24,1.36892817100934,1.66090151689031,12.6413562740112,0.175501433334124
20170614,0.0711841204654346,25,1.43448510586875,1.73379388493312,12.6413562740112,0.175501433316814
20170614,0.0711841204654346,30,NA,1.84734129187713,12.6413562740112,NA
20170614,0.0711841204654346,35,NA,2.08592475057868,12.6413562740112,NA
20170614,0.0711841204654346,40,NA,2.13854436835976,12.6413562740112,NA
20170614,0.0711841204654346,45,NA,2.08824928283047,12.6413562740112,NA
20170621,0.0903490759753593,9,NA,0.710288977590736,12.7375886474504,NA
20170621,0.0903490759753593,9.5,NA,0.617676814457045,12.7375886474504,NA
